ITEM,ZONE_ID,SELLING_RETAIL,SIMPLE_PROMO_RETAIL,P1_COMP1_DISPLAY_ID,P1_COMP2_DISPLAY_ID,P2_COMP1_DISPLAY_ID,P2_COMP2_DISPLAY_ID
067909874,5,5,5,,,,
067909880,5,5,5,,,,
067909897,5,5,5,,,,
067911818,5,5,5,,,,
067911830,5,5,5,,,,
067914556,5,3,3,,,,
067914579,5,3,3,,,,
067924095,5,5,5,,,,
067925641,5,5,5,,,,
067925802,5,5,5,,,,
067925860,5,6,6,,,,
067926041,5,5,5,,,,
067926058,5,5,5,,,,
067926064,5,5,5,,,,
067926283,5,5,5,,,,
067926296,5,5,5,,,,
067926352,5,3,3,,,,
067926369,5,3,3,,,,
067926375,5,3,3,,,,
067927011,5,5,5,,,,
067928563,5,3,3,,,,
067928576,5,3,3,,,,
067976038,5,3,3,,,,
068010437,5,6,6,,,,
068092448,5,3,3,,,,
068092460,5,3,3,,,,
066016666,5,0,0,,,,
066363016,5,0,0,,,,
067910508,5,1,1,,,,
067500470,5,1,1,,,,
067500464,5,1,1,,,,
067910497,5,1,1,,,,
067910480,5,1,1,,,,
072503966,5,4,4,,,,
072503989,5,4,4,,,,
072503995,5,4,4,,,,
068035536,5,2,2,,,,
068241169,5,2,2,,,,
068038952,5,2,2,,,,
070993756,5,2,2,,,,
071080014,5,2,2,,,,
068036574,5,2,2,,,,
071080003,5,2,2,,,,
071080084,5,2,2,,,,
067918108,5,2,2,,,,
071080061,5,2,2,,,,
068036983,5,2,2,,,,
068241152,5,2,2,,,,
068106895,5,2,2,,,,
068036499,5,2,2,,,,
068181838,5,2,2,,,,
068183548,5,2,2,,,,
068038969,5,2,2,,,,
071087278,5,2,2,,,,
068106889,5,2,2,,,,
068106872,5,2,2,,,,
068183554,5,2,2,,,,
071080147,5,2,2,,,,
068036551,5,2,2,,,,
070993733,5,2,2,,,,
068183531,5,2,2,,,,
068157511,5,2,2,,,,
068181166,5,2,2,,,,
072118627,5,6,6,,,,
072118633,5,6,6,,,,
072965274,5,6,6,,,,
072965188,5,4,4,,,,
072965205,5,4,4,,,,
072279303,5,6,6,,,,
072251704,5,6,6,,,,
067888046,5,4,4,,,,
071087399,5,1,1,,,,
070994156,5,3,3,,,,
071685077,5,1,1,,,,
067888033,5,4,4,,,,
067884072,5,4,4,,,,
067945179,5,4,4,,,,
067884066,5,4,4,,,,
071087382,5,1,1,,,,
067945185,5,4,4,,,,
068188013,5,3,3,,,,
067945191,5,4,4,,,,
071685031,5,1,1,,,,
071685060,5,1,1,,,,
071685019,5,1,1,,,,
068187999,5,3,3,,,,
071685117,5,1,1,,,,
067896109,5,4,4,,,,
071512191,5,1,1,,,,
072965067,5,6,6,,,,
072965084,5,6,6,,,,
072965257,5,6,6,,,,
072965263,5,6,6,,,,
072988754,5,4,4,,,,
072988760,5,4,4,,,,
072988777,5,4,4,,,,
072988506,5,4,4,,,,
072988466,5,3,3,,,,
073118349,5,6,6,,,,
073118361,5,6,6,,,,
073118314,5,6,6,,,,
073118326,5,6,6,,,,
073118263,5,4,4,,,,
073118274,5,4,4,,,,
073118286,5,4,4,,,,
073157584,5,4,4,,,,
073166130,5,4,4,,,,
066018743,5,0,0,,,,
066018737,5,0,0,,,,
066018979,5,0,0,,,,
073295126,5,6,6,,,,
073295132,5,6,6,,,,
073378518,5,4,4,,,,
067869592,5,0,0,,,,
064068830,5,0,0,,,,
071696231,5,2,2,,,,
071696225,5,2,2,,,,
072251641,5,3,3,,,,
071597417,5,2,2,,,,
072284037,5,2,2,,,,
071684988,5,2,2,,,,
072251791,5,2,2,,,,
072077473,5,2,2,,,,
072279113,5,2,2,,,,
072272103,5,2,2,,,,
071087290,5,2,2,,,,
072164773,5,2,2,,,,
072251635,5,3,3,,,,
072077524,5,2,2,,,,
072251802,5,2,2,,,,
072272092,5,2,2,,,,
071087301,5,2,2,,,,
072279620,5,2,2,,,,
072283977,5,2,2,,,,
072251883,5,2,2,,,,
071080164,5,2,2,,,,
072347540,5,2,2,,,,
072279124,5,2,2,,,,
071672576,5,2,2,,,,
072279107,5,2,2,,,,
073555378,5,8,8,,,,
073718492,5,4,4,,,,
073718019,5,6,6,,,,
073718751,5,4,4,,,,
073718768,5,4,4,,,,
073750901,5,4,4,,,,
073750918,5,4,4,,,,
072419778,5,2,2,,,,
072419755,5,2,2,,,,
072555454,5,3,3,,,,
072555184,5,3,3,,,,
072476507,5,3,3,,,,
072476496,5,3,3,,,,
072555644,5,2,2,,,,
072434523,5,3,3,,,,
072555437,5,3,3,,,,
072434517,5,3,3,,,,
072555178,5,3,3,,,,
073812783,5,8,8,,,,
073812823,5,8,8,,,,
073812161,5,8,8,,,,
074018610,5,6,6,,,,
074018627,5,6,6,,,,
074018633,5,6,6,,,,
074098634,5,6,6,,,,
070994127,5,0,0,,,,
074091394,5,6,6,,,,
074098462,5,8,8,,,,
074098456,5,8,8,,,,
072965165,5,5,5,,,,
072965107,5,4,4,,,,
071597423,5,0,0,,,,
071684994,5,0,0,,,,
072965113,5,4,4,,,,
072279614,5,0,0,,,,
071597377,5,0,0,,,,
070994110,5,0,0,,,,
070994133,5,0,0,,,,
072347534,5,0,0,,,,
072347557,5,0,0,,,,
071457889,5,0,0,,,,
072251687,5,0,0,,,,
072251693,5,0,0,,,,
068227423,5,0,0,,,,
068188007,5,0,0,,,,
071597360,5,0,0,,,,
072988725,5,4,4,,,,
071087353,5,0,0,,,,
072395787,5,0,0,,,,
072965124,5,4,4,,,,
072077507,5,0,0,,,,
071597348,5,0,0,,,,
072251831,5,0,0,,,,
072251744,5,0,0,,,,
071087226,5,0,0,,,,
072964840,5,4,4,,,,
072279292,5,0,0,,,,
072251514,5,0,0,,,,
071458986,5,0,0,,,,
072251877,5,0,0,,,,
072283994,5,0,0,,,,
072118656,5,0,0,,,,
071672582,5,0,0,,,,
072988437,5,2,2,,,,
071672599,5,0,0,,,,
074122549,5,8,8,,,,
074185013,5,4,4,,,,
074194578,5,3,3,,,,
074194561,5,3,3,,,,
074194647,5,3,3,,,,
074194624,5,3,3,,,,
074194618,5,3,3,,,,
072504032,5,2,2,,,,
072965464,5,2,2,,,,
072504049,5,2,2,,,,
072504026,5,2,2,,,,
072504014,5,2,2,,,,
071826706,5,5,5,,,,
067729925,5,2,2,,,,
067597204,5,1,1,,,,
067597446,5,1,1,,,,
067909236,5,1,1,,,,
068165109,5,2,2,,,,
068161632,5,2,2,,,,
068161989,5,2,2,,,,
066109929,5,1,1,,,,
066110836,5,1,1,,,,
066504296,5,1,1,,,,
066508866,5,1,1,,,,
066510943,5,1,1,,,,
067039780,5,1,1,,,,
067052509,5,1,1,,,,
067170146,5,2,2,,,,
067170513,5,1,1,,,,
067170899,5,2,2,,,,
067295383,5,3,3,,,,
067956448,5,3,3,,,,
067961879,5,3,3,,,,
068213059,5,3,3,,,,
072800804,5,5,5,,,,
072800827,5,3,3,,,,
072972939,5,5,5,,,,
072973218,5,8,8,,,,
064680185,5,0,0,,,,
064511882,5,0,0,,,,
068170615,5,0,0,,,,
064483466,5,0,0,,,,
073378553,5,3,3,,,,
068212705,5,0,0,,,,
068157079,5,0,0,,,,
072180027,5,2,2,,,,
072117185,5,7,7,,,,
073476022,5,5,5,,,,
073719272,5,8,8,,,,
074196046,5,5,5,,,,
072419818,5,3,3,,,,
072801360,5,3,3,,,,
072801383,5,3,3,,,,
072772807,5,4,4,,,,
072772928,5,3,3,,,,
072772709,5,4,4,,,,
072434609,5,7,7,,,,
072394074,5,8,8,,,,
066016584,5,1,1,,,,
067464726,5,1,1,,,,
067464759,5,1,1,,,,
067172782,5,1,1,,,,
067470056,5,1,1,,,,
067730709,5,1,1,,,,
067524597,5,1,1,,,,
067468778,5,1,1,,,,
067471468,5,1,1,,,,
067729656,5,1,1,,,,
067445926,5,1,1,,,,
067471088,5,1,1,,,,
067729401,5,1,1,,,,
067730934,5,1,1,,,,
067471854,5,1,1,,,,
067925480,5,2,2,,,,
065200972,5,0,0,,,,
065489042,5,0,0,,,,
066016083,5,0,0,,,,
072361084,5,5,5,,,,
072677080,5,8,8,,,,
072676944,5,5,5,,,,
072677120,5,5,5,,,,
068281386,5,2,2,,,,
071589992,5,2,2,,,,
071578763,5,2,2,,,,
071886352,5,2,2,,,,
068338044,5,2,2,,,,
068261911,5,2,2,,,,
071578786,5,2,2,,,,
068316894,5,2,2,,,,
071610299,5,2,2,,,,
068281403,5,2,2,,,,
068337051,5,2,2,,,,
071294994,5,2,2,,,,
068282686,5,2,2,,,,
067909868,5,2,2,,,,
068036107,5,2,2,,,,
067932085,5,2,2,,,,
071886225,5,2,2,,,,
068036846,5,2,2,,,,
068335174,5,2,2,,,,
068317449,5,2,2,,,,
068261446,5,2,2,,,,
068036522,5,2,2,,,,
068036378,5,2,2,,,,
068268783,5,2,2,,,,
068036418,5,2,2,,,,
068281426,5,2,2,,,,
068316295,5,2,2,,,,
068034870,5,2,2,,,,
068036361,5,2,2,,,,
068280976,5,2,2,,,,
072361349,5,4,4,,,,
067465695,5,1,1,,,,
063445161,5,5,5,,,,
063649640,5,7,7,,,,
063950956,5,3,3,,,,
064029543,5,3,3,,,,
064029556,5,3,3,,,,
064602331,5,5,5,,,,
064998456,5,1,1,,,,
065491764,5,1,1,,,,
065492728,5,2,2,,,,
065504267,5,1,1,,,,
065701477,5,1,1,,,,
065749841,5,2,2,,,,
065761969,5,2,2,,,,
065841950,5,1,1,,,,
065986300,5,2,2,,,,
065986317,5,1,1,,,,
065986467,5,2,2,,,,
066011249,5,3,3,,,,
066011635,5,3,3,,,,
066011779,5,3,3,,,,
066012536,5,2,2,,,,
066013184,5,1,1,,,,
066016618,5,12,12,,,,
066017502,5,2,2,,,,
066018213,5,3,3,,,,
066018294,5,1,1,,,,
066018484,5,1,1,,,,
066018606,5,2,2,,,,
066018933,5,2,2,,,,
066022000,5,2,2,,,,
066146562,5,2,2,,,,
066361168,5,2,2,,,,
066361525,5,3,3,,,,
066362017,5,3,3,,,,
066362052,5,4,4,,,,
066369684,5,2,2,,,,
066377904,5,2,2,,,,
066405256,5,2,2,,,,
066483467,5,2,2,,,,
066485281,5,2,2,,,,
066500270,5,3,3,,,,
066504565,5,1,1,,,,
066598297,5,2,2,,,,
066850908,5,2,2,,,,
066851199,5,2,2,,,,
066851245,5,1,1,,,,
066851736,5,2,2,,,,
066873207,5,1,1,,,,
066877474,5,3,3,,,,
066900516,5,4,4,,,,
066900804,5,1,1,,,,
066985196,5,1,1,,,,
066985236,5,4,4,,,,
067086636,5,2,2,,,,
067086688,5,2,2,,,,
067086776,5,2,2,,,,
067168576,5,3,3,,,,
067170526,5,7,7,,,,
067171748,5,3,3,,,,
067172102,5,1,1,,,,
067172338,5,1,1,,,,
067172914,5,2,2,,,,
067173118,5,1,1,,,,
067173222,5,1,1,,,,
067185916,5,1,1,,,,
067185945,5,4,4,,,,
067187972,5,7,7,,,,
067188101,5,2,2,,,,
067333206,5,1,1,,,,
067337922,5,3,3,,,,
067340480,5,1,1,,,,
067340595,5,1,1,,,,
067340670,5,1,1,,,,
067361725,5,1,1,,,,
067392354,5,1,1,,,,
067407189,5,1,1,,,,
067408159,5,5,5,,,,
067414556,5,5,5,,,,
067469656,5,1,1,,,,
067470072,5,1,1,,,,
067524689,5,7,7,,,,
067547034,5,4,4,,,,
067724602,5,8,8,,,,
067730583,5,5,5,,,,
067730698,5,4,4,,,,
067730911,5,4,4,,,,
067731046,5,8,8,,,,
067732990,5,6,6,,,,
067733879,5,6,6,,,,
067734377,5,6,6,,,,
067734383,5,8,8,,,,
067769727,5,5,5,,,,
067770736,5,7,7,,,,
067779652,5,8,8,,,,
067795851,5,5,5,,,,
067850832,5,10,10,,,,
067908374,5,6,6,,,,
067909649,5,5,5,,,,
067909989,5,5,5,,,,
067910007,5,5,5,,,,
067910094,5,5,5,,,,
067911507,5,8,8,,,,
067911657,5,4,4,,,,
067920813,5,7,7,,,,
067920865,5,4,4,,,,
067923948,5,4,4,,,,
067933166,5,4,4,,,,
067948118,5,5,5,,,,
067952769,5,5,5,,,,
068035304,5,4,4,,,,
068036015,5,6,6,,,,
068036390,5,5,5,,,,
068036453,5,5,5,,,,
068036925,5,7,7,,,,
068267634,5,5,5,,,,
068268063,5,5,5,,,,
068281236,5,4,4,,,,
068036948,5,2,2,,,,
072727614,5,5,5,,,,
072762439,5,8,8,,,,
072791709,5,5,5,,,,
072780469,5,10,10,,,,
072790751,5,8,8,,,,
072791669,5,8,8,,,,
072791681,5,8,8,,,,
071803647,5,2,2,,,,
071803624,5,2,2,,,,
071627130,5,2,2,,,,
071695036,5,2,2,,,,
071803492,5,2,2,,,,
071499960,5,2,2,,,,
071499925,5,2,2,,,,
071637233,5,2,2,,,,
071499983,5,2,2,,,,
071803601,5,2,2,,,,
071578803,5,2,2,,,,
071400260,5,2,2,,,,
072910864,5,5,5,,,,
072910985,5,5,5,,,,
073169887,5,5,5,,,,
073169806,5,5,5,,,,
073169841,5,10,10,,,,
066850344,5,0,0,,,,
073352497,5,10,10,,,,
073352537,5,8,8,,,,
073350891,5,5,5,,,,
073353899,5,5,5,,,,
073349657,5,5,5,,,,
073349761,5,8,8,,,,
064600863,5,0,0,,,,
068267421,5,1,1,,,,
072339803,5,3,3,,,,
072341696,5,3,3,,,,
072339262,5,3,3,,,,
073480264,5,5,5,,,,
073480287,5,5,5,,,,
073583298,5,8,8,,,,
073757784,5,8,8,,,,
072685904,5,5,5,,,,
071695802,5,4,4,,,,
072048295,5,3,3,,,,
072285065,5,2,2,,,,
072315584,5,4,4,,,,
072284187,5,3,3,,,,
072304925,5,3,3,,,,
072360483,5,2,2,,,,
072677143,5,3,3,,,,
072284636,5,5,5,,,,
072914007,5,4,4,,,,
072048099,5,4,4,,,,
071804404,5,2,2,,,,
072477063,5,4,4,,,,
073799210,5,4,4,,,,
073842948,5,5,5,,,,
073864945,5,5,5,,,,
073864334,5,5,5,,,,
073864294,5,5,5,,,,
073864317,5,5,5,,,,
074096164,5,6,6,,,,
072316116,5,0,0,,,,
071685134,5,0,0,,,,
072284596,5,0,0,,,,
072315601,5,0,0,,,,
071672150,5,0,0,,,,
071805604,5,0,0,,,,
071636706,5,0,0,,,,
072341673,5,0,0,,,,
072434581,5,0,0,,,,
072762474,5,4,4,,,,
072677045,5,3,3,,,,
072046896,5,0,0,,,,
072341811,5,0,0,,,,
071804387,5,0,0,,,,
071804433,5,0,0,,,,
074105207,5,5,5,,,,
072677108,5,4,4,,,,
072316099,5,0,0,,,,
072284360,5,0,0,,,,
074105265,5,8,8,,,,
074105242,5,5,5,,,,
074177490,5,8,8,,,,
074125788,5,7,7,,,,
073842810,5,4,4,,,,
074267239,5,5,5,,,,
074266845,5,8,8,,,,
074267556,5,7,7,,,,
074211381,5,7,7,,,,
073169789,5,8,8,,,,
074407985,5,8,8,,,,
074407887,5,4,4,,,,
074439854,5,5,5,,,,
071202961,5,5,5,,,,
071202932,5,5,5,,,,
071202955,5,5,5,,,,
071202949,5,5,5,,,,
071203009,5,8,8,,,,
071203021,5,8,8,,,,
072116998,5,5,5,,,,
072148240,5,5,5,,,,
059043227,5,7,7,,,,
063985644-001,5,5,5,,,,
063985707,5,8,8,,,,
065370239,5,8,8,,,,
066410399,5,8,8,,,,
067352385,5,8,8,,,,
067681939,5,5,5,,,,
067681997,5,5,5,,,,
067682103,5,5,5,,,,
067682149,5,5,5,,,,
067683586,5,8,8,,,,
067990677,5,3,3,,,,
068152228,5,5,5,,,,
068152977,5,5,5,,,,
068152983,5,8,8,,,,
068153072,5,8,8,,,,
068153360,5,5,5,,,,
072393265,5,5,5,,,,
072533849,5,8,8,,,,
065370395,5,0,0,,,,
072148292,5,8,8,,,,
072148378,5,8,8,,,,
072148274,5,8,8,,,,
055832711,5,0,0,,,,
073071132,5,8,8,,,,
073215044,5,8,8,,,,
073214990,5,8,8,,,,
073214984,5,8,8,,,,
073215015,5,5,5,,,,
072854446,5,8,8,,,,
072854383,5,8,8,,,,
072854434,5,8,8,,,,
072854400,5,8,8,,,,
072854394,5,5,5,,,,
072854417,5,5,5,,,,
072854452,5,8,8,,,,
067332893,5,0,0,,,,
072854360,5,5,5,,,,
072854377,5,8,8,,,,
067352006,5,0,0,,,,
064861812,5,0,0,,,,
072708442,5,5,5,,,,
065001729,5,0,0,,,,
065370314,5,0,0,,,,
073288210,5,6,6,,,,
073289474,5,8,8,,,,
064862229,5,0,0,,,,
063985477,5,0,0,,,,
065001712,5,0,0,,,,
066186312,5,0,0,,,,
064861835,5,0,0,,,,
064862477,5,0,0,,,,
066186813,5,0,0,,,,
067555986,5,0,0,,,,
063985686,5,0,0,,,,
063985667,5,0,0,,,,
065370337,5,0,0,,,,
067991198,5,0,0,,,,
064366212,5,0,0,,,,
063985496,5,0,0,,,,
066412339,5,0,0,,,,
065370579,5,0,0,,,,
067332887,5,0,0,,,,
064861795,5,0,0,,,,
065901338,5,0,0,,,,
066410347,5,0,0,,,,
065370406,5,0,0,,,,
063985638,5,0,0,,,,
065001597,5,0,0,,,,
065370696,5,0,0,,,,
066410704,5,0,0,,,,
074367311,5,5,5,,,,
074367144,5,5,5,,,,
074367305,5,5,5,,,,
074367138,5,8,8,,,,
074367328,5,5,5,,,,
071340111,5,5,5,,,,
071340382,5,5,5,,,,
071339966,5,10,10,,,,
066975179,5,5,5,,,,
066975323,5,10,10,,,,
066975346,5,10,10,,,,
066975317,5,7,7,,,,
066975248,5,5,5,,,,
066975191,5,5,5,,,,
066975277,5,7,7,,,,
066975296,5,7,7,,,,
071233405,5,3,3,,,,
071340088,5,5,5,,,,
060499700,5,6,6,,,,
060500596,5,8,8,,,,
060501883,5,8,8,,,,
060502179,5,8,8,,,,
060504897,5,8,8,,,,
060505124,5,8,8,,,,
060505130,5,9,9,,,,
060505470,5,9,9,,,,
060505654,5,12,12,,,,
063891109,5,1,1,,,,
063891121,5,1,1,,,,
063891213,5,1,1,,,,
063891226,5,1,1,,,,
063891236,5,1,1,,,,
063891553,5,1,1,,,,
063891582,5,1,1,,,,
063891622,5,2,2,,,,
063891737,5,3,3,,,,
065365459,5,4,4,,,,
065367244,5,5,5,,,,
066975225,5,5,5,,,,
065371676,5,4,4,,,,
066975352,5,10,10,,,,
071339880,5,5,5,,,,
066975146,5,3,3,,,,
073107086,5,5,5,,,,
073107103,5,5,5,,,,
073107092,5,5,5,,,,
073107161,5,5,5,,,,
073106945,5,4,4,,,,
073107414,5,12,12,,,,
073107028,5,5,5,,,,
073107374,5,10,10,,,,
071340059,5,5,5,,,,
071339908,5,7,7,,,,
073107322,5,10,10,,,,
065150080,5,4,4,,,,
065150581,5,4,4,,,,
066982838,5,5,5,,,,
066982971,5,5,5,,,,
066983342,5,10,10,,,,
066983002,5,5,5,,,,
065149468,5,4,4,,,,
066983273,5,10,10,,,,
065149589,5,4,4,,,,
066983169,5,7,7,,,,
066983048,5,5,5,,,,
066983365,5,10,10,,,,
066983371,5,12,12,,,,
066983096,5,7,7,,,,
066982994,5,5,5,,,,
065150120,5,5,5,,,,
060505268,5,9,9,,,,
062647799,5,1,1,,,,
063886295,5,3,3,,,,
064620827,5,35,35,,,,
064620862,5,35,35,,,,
064621246,5,45,45,,,,
064621446,5,35,35,,,,
064621475,5,35,35,,,,
065147741,5,3,3,,,,
065148043,5,3,3,,,,
065148204,5,3,3,,,,
065148331,5,3,3,,,,
065148763,5,3,3,,,,
065148890,5,3,3,,,,
065149278,5,3,3,,,,
065149416,5,3,3,,,,
065482660,5,4,4,,,,
066107246,5,3,3,,,,
066975156,5,3,3,,,,
066308626,5,15,15,,,,
066974896,5,3,3,,,,
066975029,5,5,5,,,,
066975133,5,12,12,,,,
066974969,5,5,5,,,,
066974900,5,5,5,,,,
066975093,5,10,10,,,,
066974923,5,5,5,,,,
066974917,5,5,5,,,,
066974981,5,5,5,,,,
066975006,5,5,5,,,,
066975064,5,7,7,,,,
066975110,5,12,12,,,,
066975087,5,10,10,,,,
066974936,5,5,5,,,,
066975041,5,5,5,,,,
066975104,5,10,10,,,,
066974998,5,5,5,,,,
063446920,5,7,7,,,,
063447061,5,7,7,,,,
063447101,5,7,7,,,,
063450914,5,10,10,,,,
063450943,5,10,10,,,,
063451251,5,5,5,,,,
063451602,5,5,5,,,,
063451781,5,5,5,,,,
063451815,5,5,5,,,,
063451873,5,10,10,,,,
063451907,5,5,5,,,,
063451942,5,10,10,,,,
063452175,5,5,5,,,,
063452215,5,7,7,,,,
063452238,5,5,5,,,,
063452307,5,7,7,,,,
063452313,5,5,5,,,,
063452359,5,5,5,,,,
063452457,5,7,7,,,,
063452601,5,7,7,,,,
063452653,5,7,7,,,,
063452666,5,7,7,,,,
063452676,5,7,7,,,,
063452745,5,7,7,,,,
063452751,5,7,7,,,,
063452780,5,7,7,,,,
063453099,5,10,10,,,,
063453145,5,10,10,,,,
063453151,5,10,10,,,,
064558285,5,7,7,,,,
064558291,5,5,5,,,,
064558302,5,7,7,,,,
064558417,5,10,10,,,,
064558423,5,5,5,,,,
064558436,5,10,10,,,,
064558481,5,5,5,,,,
064558509,5,5,5,,,,
064558515,5,10,10,,,,
064558711,5,5,5,,,,
064558924,5,7,7,,,,
064558976,5,7,7,,,,
064559036,5,7,7,,,,
064559157,5,7,7,,,,
064559186,5,5,5,,,,
064559203,5,5,5,,,,
064559255,5,7,7,,,,
064559825,5,10,10,,,,
064559923,5,10,10,,,,
064559946,5,10,10,,,,
064560039,5,10,10,,,,
064560926,5,3,3,,,,
064561643,5,3,3,,,,
064561695,5,3,3,,,,
064561712,5,3,3,,,,
064561856,5,3,3,,,,
071126285,5,5,5,,,,
065394067,5,5,5,,,,
066888236,5,5,5,,,,
071834057,5,5,5,,,,
066895930,5,5,5,,,,
071833824,5,5,5,,,,
072028134,5,5,5,,,,
066893425,5,7,7,,,,
062539835,5,1,1,,,,
062540533,5,1,1,,,,
062541428,5,1,1,,,,
062542669,5,1,1,,,,
062542709,5,1,1,,,,
062543392,5,1,1,,,,
065762611,5,1,1,,,,
072831018,5,5,5,,,,
072831030,5,5,5,,,,
072832363,5,5,5,,,,
072831047,5,5,5,,,,
072831053,5,7,7,,,,
072827773,5,10,10,,,,
072828392,5,12,12,,,,
072828910,5,5,5,,,,
065398996,5,0,0,,,,
065393137,5,0,0,,,,
065399200,5,0,0,,,,
065398796,5,0,0,,,,
065393212,5,0,0,,,,
065392743,5,0,0,,,,
066893811,5,0,0,,,,
065398662,5,0,0,,,,
065396422,5,0,0,,,,
066888075,5,0,0,,,,
065393402,5,0,0,,,,
065420550,5,0,0,,,,
066888098,5,0,0,,,,
066895786,5,0,0,,,,
073233834,5,5,5,,,,
073233840,5,5,5,,,,
073233857,5,5,5,,,,
073233863,5,7,7,,,,
073233874,5,7,7,,,,
073234073,5,5,5,,,,
066893713,5,0,0,,,,
066893546,5,0,0,,,,
073451299,5,4,4,,,,
073451276,5,4,4,,,,
073484864,5,5,5,,,,
066888138,5,5,5,,,,
066884183,5,5,5,,,,
072758059,5,6,6,,,,
072758065,5,8,8,,,,
072757947,5,14,14,,,,
072757953,5,12,12,,,,
072757964,5,16,16,,,,
072757982,5,16,16,,,,
072764230,5,14,14,,,,
072764414,5,14,14,,,,
072564075,5,14,14,,,,
072564081,5,20,20,,,,
073885528,5,12,12,,,,
073885119,5,8,8,,,,
073937128,5,20,20,,,,
072763409,5,10,10,,,,
072764086,5,8,8,,,,
074149218,5,12,12,,,,
074149224,5,14,14,,,,
074149149,5,14,14,,,,
074149230,5,12,12,,,,
074149155,5,14,14,,,,
072762589,5,14,14,,,,
072763087,5,12,12,,,,
072763864,5,12,12,,,,
072763916,5,14,14,,,,
072764011,5,14,14,,,,
072763041,5,8,8,,,,
072763369,5,16,16,,,,
072763058,5,16,16,,,,
072762514,5,8,8,,,,
072762543,5,6,6,,,,
072763381,5,14,14,,,,
072763064,5,16,16,,,,
072763029,5,12,12,,,,
072763093,5,14,14,,,,
072763346,5,14,14,,,,
072763035,5,16,16,,,,
072764034,5,14,14,,,,
072763133,5,12,12,,,,
072763144,5,14,14,,,,
072764040,5,12,12,,,,
072763951,5,12,12,,,,
072763012,5,12,12,,,,
072762635,5,12,12,,,,
072762572,5,10,10,,,,
072762641,5,14,14,,,,
072762658,5,12,12,,,,
073373587,5,16,16,,,,
073373662,5,16,16,,,,
073373691,5,16,16,,,,
073373754,5,16,16,,,,
073543997,5,12,12,,,,
073543939,5,14,14,,,,
073543951,5,14,14,,,,
073543945,5,12,12,,,,
073543980,5,14,14,,,,
073543968,5,12,12,,,,
072763899,5,6,6,,,,
072763939,5,7,7,,,,
072763945,5,6,6,,,,
072763997,5,6,6,,,,
073884506,5,16,16,,,,
073884489,5,12,12,,,,
072763398,5,8,8,,,,
072763162,5,10,10,,,,
072764114,5,8,8,,,,
074149190,5,14,14,,,,
074149247,5,8,8,,,,
074149178,5,14,14,,,,
074149201,5,16,16,,,,
072763876,5,6,6,,,,
072764063,5,6,6,,,,
072763070,5,6,6,,,,
072762566,5,6,6,,,,
072763974,5,6,6,,,,
072764264,5,6,6,,,,
072764420,5,8,8,,,,
072564259,5,12,12,,,,
061880419,5,2,2,,,,
050692054,5,3,3,,,,
050692123,5,6,6,,,,
050692941,5,20,20,,,,
050699219,5,28,28,,,,
051953689,5,24,24,,,,
052260468,5,3,3,,,,
052402958,5,26,26,,,,
052475274,5,6,6,,,,
052480273,5,5,5,,,,
055839258,5,12,12,,,,
055856208,5,2,2,,,,
055856297,5,10,10,,,,
055857288,5,13,13,,,,
055864022,5,44,44,,,,
056047208,5,9,9,,,,
056048138,5,6,6,,,,
056049788,5,3,3,,,,
056052288,5,8,8,,,,
056311468,5,18,18,,,,
056491418,5,8,8,,,,
058199729,5,3,3,,,,
058246939,5,3,3,,,,
058264612,5,16,16,,,,
059042919,5,18,18,,,,
059043438,5,3,3,,,,
059043550,5,18,18,,,,
059045450,5,24,24,,,,
059049492,5,23,23,,,,
059051367,5,24,24,,,,
059052130,5,5,5,,,,
059052245,5,5,5,,,,
059052280,5,5,5,,,,
059052372,5,4,4,,,,
059095810,5,3,3,,,,
060220420,5,8,8,,,,
060220836,5,8,8,,,,
060245828,5,4,4,,,,
060245863,5,19,19,,,,
060245916,5,10,10,,,,
060252128,5,27,27,,,,
060252635,5,3,3,,,,
060253421,5,7,7,,,,
060253559,5,10,10,,,,
060328437,5,4,4,,,,
060330382,5,9,9,,,,
060331916,5,9,9,,,,
060345572,5,7,7,,,,
061311789,5,6,6,,,,
061311829,5,49,49,,,,
061311985,5,15,15,,,,
061312120,5,12,12,,,,
061333728,5,5,5,,,,
061333803,5,5,5,,,,
061430567,5,5,5,,,,
061430740,5,5,5,,,,
061432283,5,7,7,,,,
061432323,5,7,7,,,,
061846824,5,4,4,,,,
061846866,5,6,6,,,,
062206106,5,49,49,,,,
062223765,5,4,4,,,,
062302107,5,6,6,,,,
062317424,5,4,4,,,,
062414466,5,10,10,,,,
062414499,5,4,4,,,,
062415930,5,5,5,,,,
062415953,5,8,8,,,,
062517206,5,10,10,,,,
062535407,5,10,10,,,,
062749097,5,13,13,,,,
062749108,5,13,13,,,,
062749189,5,10,10,,,,
062749206,5,10,10,,,,
062750503,5,14,14,,,,
062750618,5,14,14,,,,
062751272,5,4,4,,,,
062751312,5,2,2,,,,
063011219,5,9,9,,,,
063011317,5,9,9,,,,
063011346,5,9,9,,,,
063011352,5,9,9,,,,
063036432,5,14,14,,,,
063036455,5,14,14,,,,
063036478,5,14,14,,,,
063036490,5,14,14,,,,
063036518,5,14,14,,,,
063050414,5,28,28,,,,
063050443,5,28,28,,,,
063050472,5,28,28,,,,
063050495,5,28,28,,,,
063050691,5,25,25,,,,
063050777,5,25,25,,,,
063050783,5,25,25,,,,
