"ITEM","PROMO_ZONE_ID","SIMPLE_PROMO_RETAIL"
"053647317",6,4.00
"057399258",9,4.00
"057399258-002",6,4.00
"070823584",12,3.89
"070821546",12,3.89
"072863625",12,3.85
"070822326",13,4.08
"070822326",12,3.89
"070821454",13,4.08
"070821483",13,4.08
"070821483",12,3.89
"070822188",13,4.08
"070823544",13,4.08
"070823544",12,3.89
"070823452",13,4.08
"070823452",12,3.89
"072863544",13,4.04
"070821546",13,4.08
"070821500",13,4.08
"070822240",13,4.08
"070821500",12,3.89
"071409550",13,4.08
"070822205",13,4.08
"070822205",12,3.89
"072863625",13,4.04
"070823584",13,4.08
"070822332",13,4.08
"070822332",12,3.89
"072863544",12,3.85
"070822286",12,3.59
"070822240",12,3.89
"070821454",12,3.89
"072863585",13,4.04
"072863585",12,3.85
"070822188",12,3.89
"070823383",13,4.08
"070823383",12,3.89
"071409550",12,3.89
"070821534",12,3.89
"073373103",13,2.44
"063690128-001",13,7.24
"063675850",13,2.98
"063739326",13,2.98
"070588954",13,2.98
"071212908",13,1.76
"070578494",13,1.76
"073326684",13,2.04
"058472694",5,5.99
"058472694",9,5.99
"058472694",6,5.99
"058472694",7,6.29
"067421701",12,2.59
"065376763",12,2.59
"057222368-001",12,2.59
"057222368-001",13,2.72
"073324940",12,2.59
"057223801",13,2.72
"062313365",13,2.72
"057223801",12,2.59
"062313365",12,2.59
"057222612",12,2.59
"057222612",13,2.72
"072233346",13,2.72
"072233346",12,2.59
"057222368",13,2.72
"073268643",5,12.00
"073268643",15,12.00
"073268643",9,12.00
"073268643",8,12.00
"073268643",6,12.00
"073268643",7,12.00
"073955187",7,21.00
"073955187",5,20.00
"073955164",9,25.00
"073955164",6,25.00
"073955164",7,26.25
"073955164",5,25.00
"073955129",9,25.00
"073955129",6,25.00
"073955129",7,26.25
"073955129",5,25.00
"062312844",5,3.00
"073324871",5,3.00
"062462994",6,3.00
"062462994",5,3.00
"062312844",7,3.15
"062312844",6,3.00
"073324871",9,3.00
"073955187",6,20.00
"073324871",6,3.00
"073324871",7,3.00
"062462994",9,3.00
"058483018",7,1.33
"058483018",9,1.33
"054193293",6,1.33
"054193293",7,1.33
"056036498",5,1.33
"054193293",5,1.33
"054193293",9,1.33
"056036498",9,1.33
"056036498",7,1.33
"067407834",7,1.33
"067407834",6,1.33
"058483018",5,1.33
"058483018",6,1.33
"067407834",9,1.33
"062462994",7,3.15
"062312844",9,3.00
"071094396",7,6.23
"071094626",6,5.99
"071094626",5,5.99
"071094626",7,6.23
"071094528",5,5.99
"071094350",9,5.99
"071094442",7,6.23
"071094350",6,5.99
"071094488",6,5.99
"071998726",7,6.23
"071094436",5,5.99
"071094528",9,5.99
"071998726",6,5.99
"071094488",5,5.99
"071094350",5,5.99
"071094338",7,6.23
"071094338",5,5.99
"071094338",6,5.99
"071094528",6,5.99
"071094528",7,6.23
"071094373",7,6.23
"071094373",5,5.99
"071094563",6,5.99
"071094563",7,6.23
"071094373",6,5.99
"071094563",5,5.99
"071998703",7,5.99
"071998703",6,5.99
"071998703",5,5.99
"071094442",6,5.99
"071094442",5,5.99
"071094436",6,5.99
"071094436",7,6.23
"071094488",7,6.23
"071998726",9,5.99
"071094350",7,6.23
"071094424",7,6.23
"071094424",6,5.99
"071094424",5,5.99
"071094465",7,6.23
"071094465",6,5.99
"071094465",5,5.99
"071094396",6,5.99
"071094396",5,5.99
"073372409",9,2.00
"072277985",7,1.00
"065374258",9,2.00
"072277985",9,1.00
"065374258",7,2.00
"065374258",5,2.00
"065374327",9,2.00
"072291368",9,1.00
"065374327",5,2.00
"070578200",9,2.00
"070578200",5,2.00
"070578275",9,2.00
"070578275",5,2.00
"073370705",9,2.00
"073372369",9,2.00
"073372409",6,2.00
"073372369",5,2.00
"072278022",5,1.00
"067446902",5,1.00
"073372409",5,2.00
"072278022",6,1.00
"065667557",6,1.00
"065667816",6,1.00
"067446902",6,1.00
"065667816",5,1.00
"065667816",7,1.00
"065667557",5,1.00
"072278022",9,1.00
"072277985",6,1.00
"066106719",5,4.99
"061395696",6,4.99
"066106796",6,4.99
"066106796",5,4.99
"072847288",6,4.99
"072847288",7,4.99
"066105951",6,4.99
"066105951",7,5.24
"066105951",5,4.99
"066104936",6,4.99
"066104936",7,5.24
"072847259",7,4.99
"071409624",9,4.99
"071409624",6,4.99
"071409624",7,5.19
"072847311",9,4.99
"072847328",7,4.99
"072847328",5,4.99
"072847311",6,4.99
"072847311",7,4.99
"061392323",7,5.24
"061396336",6,4.99
"061396336",7,5.19
"073378887",5,5.99
"073378887",7,5.99
"074177639",9,5.99
"074177639",6,5.99
"074177639",7,6.29
"074177639",5,5.99
"073378887",9,5.99
"073378887",6,5.99
"066106719",6,4.99
"066106719",7,5.24
"066537860",9,4.99
"062096586",7,5.10
"062096586",9,5.10
"066717780",6,5.49
"066537860",6,4.99
"053441537-001",5,4.99
"053441537-002",5,4.99
"053441537-003",5,4.99
"053441537-003",9,4.99
"053441537",6,4.99
"053441572-001",5,5.10
"053441572-001",6,5.10
"053441572",6,5.10
"054089843-001",9,4.99
"054089843-001",6,4.99
"054089843",6,4.99
"062096586",6,5.10
"071191995",6,5.49
"073370584",5,5.49
"053441572-001",7,5.10
"053441572-001",9,5.10
"053441572",7,5.10
"054089843-001",5,4.99
"066717780",7,5.49
"071191995",9,5.49
"071191995",7,5.49
"073370584",9,5.49
"073370584",7,5.49
"073561554",9,4.99
"073561554",7,4.99
"053441537",7,4.99
"071191995",5,5.49
"054089843",5,4.99
"066717780",9,5.49
"054089843-001",7,4.99
"054089843",9,4.99
"066717780",5,5.49
"053441572",9,5.10
"062096586",5,5.10
"054089843",7,4.99
"066537860",5,4.99
"066537860",7,4.99
"058877198",6,6.49
"058877198",7,6.49
"058877198",9,6.49
"058877209",6,6.49
"058877209",7,6.49
"058877209",9,6.49
"058877503",6,6.49
"058877503",7,6.49
"058877503",9,6.49
"058877668",6,6.49
"058877668",7,6.49
"058877668",9,6.49
"058877682",6,6.49
"073488872",6,4.99
"073488872",7,5.24
"073488872",9,4.99
"073489214",5,2.99
"073489214",6,2.99
"073489214",7,3.14
"073489214",9,2.99
"071915365",7,2.99
"071915365",9,2.99
"071915388",5,4.99
"071915388",6,4.99
"071915388",7,5.19
"071915388",9,4.99
"073488716",5,4.49
"073488716",6,4.49
"073488716",7,4.71
"073488716",9,4.49
"073488780",5,4.49
"073488780",6,4.49
"073488780",7,4.71
"073488780",9,4.49
"073488866",5,5.99
"073488866",6,5.99
"073488866",7,6.29
"073488866",9,5.99
"073488872",5,4.99
"063868226",9,2.89
"050385556",9,2.89
"050385504",9,2.89
"061267668",9,2.89
"050385458",9,2.89
"050911925",9,2.89
"050384989",9,2.89
"053200118",9,2.89
"064635228",9,2.89
"073420359",9,2.89
"073424205",9,2.89
"050385562",9,2.89
"050385026",9,2.89
"050384966",9,2.89
"050385556",5,2.89
"050385458",5,2.89
"053200118",7,3.03
"061271622",9,2.89
"070831678",9,2.89
"063868046",9,2.89
"063868046",5,2.89
"064632364",9,2.89
"073424205",6,2.89
"050384966",6,2.89
"061277190",9,2.89
"070762684",9,2.89
"071467059",9,2.89
"071466855",9,2.89
"053199608",9,2.89
"062985421",6,2.89
"063868046",7,2.89
"050384937",6,2.89
"073420359",6,2.89
"050385026",6,2.89
"061277190",7,3.03
"063868226",6,2.89
"063868226",7,2.89
"061267668",6,2.89
"050384943",6,2.89
"063868046",6,2.89
"064632364",5,2.89
"050385562",6,2.89
"050384966",5,2.89
"073424205",7,2.89
"050385562",7,2.89
"050385026",7,2.89
"061277190",5,2.89
"071467059",6,2.89
"071466855",6,2.89
"053199608",6,2.89
"050385556",6,2.89
"050385504",5,2.89
"061267668",7,2.89
"050385458",6,2.89
"050384989",6,2.89
"064635228",6,2.89
"061271622",6,2.89
"061271622",7,3.03
"072946551",7,6.99
"072946597",6,6.99
"072946504",9,6.99
"072946504",6,6.99
"072946504",7,6.99
"072946620",9,6.99
"072946620",7,6.99
"072946568",9,6.99
"072946580",9,6.99
"072946666",9,6.99
"072946499",9,6.99
"072946643",9,6.99
"072946545",9,6.99
"072946637",9,6.99
"063011248",9,6.99
"072946551",9,6.99
"071902933",5,4.49
"071902933",6,4.49
"071902933",7,4.67
"071902933",9,4.49
"071902956",5,4.49
"071902956",6,4.49
"071902956",7,4.67
"071902956",9,4.49
"071902985",5,4.99
"071902985",6,4.99
"071902985",7,5.19
"071902985",9,4.99
"071902991",5,4.99
"071902991",6,4.99
"071902991",7,5.19
"071902991",9,4.99
"071903045",5,5.99
"071903045",6,5.99
"071903045",7,6.23
"050384937",7,2.89
"064632364",7,3.03
"050385026",5,2.89
"061277190",6,2.89
"070762684",7,2.89
"071467059",7,2.89
"071466855",7,2.89
"053199608",7,3.03
"050385504",7,3.03
"050385504",6,2.89
"050385458",7,2.89
"050911925",7,2.89
"050911925",6,2.89
"070831678",6,2.89
"073420359",7,2.89
"073313642",6,1.55
"073313642",7,1.55
"073313642",9,1.55
"073313688",5,1.55
"073313688",6,1.55
"073313688",7,1.55
"073313688",9,1.55
"058877198",5,6.49
"058877209",5,6.49
"058877503",5,6.49
"058877668",5,6.49
"058877682",5,6.49
"063514886",5,6.49
"063868226",5,2.89
"050384989",7,3.03
"050384943",9,2.89
"050384937",9,2.89
"073313244",5,1.55
"073313244",6,1.55
"073313244",7,1.55
"073313244",9,1.55
"073313262",5,1.55
"073313262",6,1.55
"073313262",7,1.55
"073313262",9,1.55
"073313624",5,1.55
"073313624",6,1.55
"073313624",7,1.55
"073313624",9,1.55
"073313642",5,1.55
"071997819",5,2.22
"071998035",5,2.24
"071998035",7,2.24
"071998035",9,2.24
"071998133",5,1.68
"063821316",5,3.15
"067899890",9,4.50
"063821316",7,3.15
"063821316",6,3.15
"063821316",9,3.15
"067899890",6,4.50
"071998185",9,1.35
"067899890",7,4.50
"071998185",5,1.35
"071998133",7,1.68
"064563595",5,2.80
"064563998",6,2.80
"064563589",5,2.80
"064563589",7,2.94
"064563998",5,2.80
"064563589",6,2.80
"064563595",9,2.80
"064563595",6,2.80
"064563595",7,2.91
"064563998",9,2.80
"064563998",7,2.91
"064563589",9,2.80
"072946545",6,6.99
"072946597",5,6.99
"072946545",5,6.99
"072946522",5,6.99
"072946637",6,6.99
"063011225",6,6.99
"072946522",6,6.99
"072946545",7,6.99
"063011225",5,6.99
"072946637",5,6.99
"053225892",9,4.59
"050698508",9,4.59
"071432400",9,4.58
"071432400",6,4.58
"050697901",9,4.59
"050697901",6,4.59
"050697901",7,4.82
"065725679",9,4.59
"050698480",9,4.59
"052684798",9,4.59
"052989962",6,1.00
"052989962",7,1.04
"051467738",7,1.05
"051467738",5,1.00
"051467738",6,1.00
"051769389-001",5,1.40
"051769389-001",7,1.47
"052989962-001",7,1.40
"052989962-001",6,1.40
"051467738",9,1.00
"052989962-001",9,1.40
"052989962",5,1.00
"052989962-001",5,1.40
"051769389-001",6,1.40
"051769389",9,1.00
"051769389",6,1.00
"051769389",7,1.05
"052989962",9,1.00
"051769389-001",9,1.40
"062585819",8,4.77
"052369210",8,4.66
"052223481",8,4.66
"066091441",8,4.66
"061313637",8,5.19
"055183833",8,4.66
"062585952",8,5.19
"052115079",8,5.19
"062585111",8,5.19
"066092820",8,4.66
"060358620",8,4.66
"056747839",8,4.66
"072847138",8,4.70
"072847242",8,5.19
"070812534",8,5.19
"073502810",5,3.49
"073502810",6,3.49
"073502810",7,3.66
"073502810",9,3.49
"073503763",5,3.49
"073503763",6,3.49
"073503763",7,3.66
"073503763",9,3.49
"073313734",7,1.00
"073313734",9,1.00
"073313740",5,1.00
"073313740",6,1.00
"073313740",7,1.00
"073313740",9,1.00
"073313763",7,2.49
"073313803",7,2.49
"073313849",7,2.49
"073313861",5,2.49
"073313861",6,2.49
"073313861",7,2.49
"073313861",9,2.49
"073319993",6,2.49
"073319993",7,2.49
"073319993",9,2.49
"073325674",5,2.49
"073325674",6,2.49
"073325674",7,2.49
"073313705",5,2.49
"073313705",6,2.49
"073313705",7,2.49
"073313705",9,2.49
"073313711",5,2.49
"073313711",6,2.49
"073313711",7,2.49
"073313711",9,2.49
"073313728",5,2.49
"073313728",6,2.49
"073313728",7,2.49
"073313728",9,2.49
"073313734",5,1.00
"073313734",6,1.00
"072799246",7,1.00
"072799246",9,1.00
"072799246",5,1.00
"072799246",6,1.00
"063676699",13,6.50
"063676699",12,6.50
"073451984",5,60.00
"073451996",7,80.00
"073451996",5,80.00
"073451996",6,80.00
"050697740",6,4.59
"050697740",7,4.82
"050881308",9,4.59
"063908576",9,4.59
"071432423",9,4.59
"050697763",9,4.60
"052684809",9,4.59
"065726269",9,4.59
"050698445",9,4.59
"050697377",9,4.59
"065724496",9,4.59
"054077419",9,4.59
"051343386",9,4.59
"065725846",9,4.59
"050697417",9,4.59
"050697878",9,4.59
"061163422",9,4.60
"050697377",5,4.59
"065726321",9,4.60
"065725627",6,4.59
"050698468",9,4.59
"053225811",9,4.59
"065728123",9,4.59
"071432400",7,4.76
"071432400",5,4.58
"054077696",6,4.60
"054077696",9,4.60
"050698480",6,4.59
"052684798",5,4.59
"050697740",9,4.59
"072946574",9,6.99
"072946597",9,6.99
"063011225",7,7.34
"072946522",7,6.99
"072946574",7,6.99
"072946499",5,6.99
"072946539",9,6.99
"063011225",9,6.99
"072946574",6,6.99
"072946643",5,6.99
"073324940",15,1.00
"073324940",8,1.00
"057222612",15,1.00
"070578160",8,1.00
"062313365",15,1.00
"072233346",15,1.00
"057222612",8,1.00
"062313365",8,1.00
"072233346",8,1.00
"071066286",8,1.00
"057222368",15,1.00
"063618084",15,1.00
"067837722",8,5.46
"067837722",15,5.46
"067837739",8,5.19
"067837739",15,5.19
"071864194",8,5.19
"071864194",15,5.19
"072946539",5,6.99
"073417957",6,6.99
"073417957",7,7.34
"073417957",5,6.99
"063011248",7,7.34
"063011248",6,6.99
"063011248",5,6.99
"072946551",6,6.99
"072946551",5,6.99
"073417957",9,6.99
"072946574",5,6.99
"072946522",9,6.99
"072946637",7,6.99
"071927760",9,7.50
"071927800",9,7.50
"071877414",9,7.50
"071927800",7,7.50
"070620156",5,7.50
"073372110",6,7.50
"070620156",9,7.50
"070620156",7,7.50
"070620064",9,7.50
"070620064",7,7.50
"071927760",7,7.50
"073372093",7,7.50
"073372110",5,7.50
"073372110",9,7.50
"071927760",6,7.50
"071877414",7,7.50
"071877414",5,7.50
"073372093",6,7.50
"073372093",5,7.50
"073372093",9,7.50
"071877414",6,7.50
"071927800",6,7.50
"070620156",6,7.50
"070620064",5,7.50
"070620064",6,7.50
"071927760",5,7.50
"071927800",5,7.50
"063819059",12,3.00
"063819059-001",12,3.00
"064698873",12,3.34
"067423434",12,3.10
"056945576",12,3.39
"056945576",13,3.56
"057527428",13,3.56
"071969197",13,2.80
"071970010",13,2.21
"052197096-001",13,2.80
"052197096-002",13,2.80
"052197096-003",13,2.80
"063695273",13,2.88
"063695273",12,2.74
"059239774",13,3.21
"059239774",12,3.06
"055100570",12,3.07
"072023301",12,2.51
"064514504",12,3.00
"067408021",12,2.20
"065547089",12,2.49
"052197096",12,2.67
"052197096-002",12,2.67
"052197096-003",12,2.67
"071537265",6,1.66
"071537392",6,1.66
"055695982",5,2.24
"055695982",9,2.24
"055695982",7,2.24
"050147977",7,2.24
"050147977",9,2.24
"050147977",5,2.24
"050147977",6,2.24
"055695982",6,2.24
"071537173",7,1.66
"071537265",7,1.66
"071537392",5,1.66
"073397651",7,3.33
"073397651",9,3.33
"073397651",6,3.33
"071537392",9,1.66
"073397651",5,3.33
"071537265",9,1.66
"071537392",7,1.66
"071537173",5,1.66
"071537265",5,1.66
"060190569",7,2.49
"060190569",5,2.49
"060190569",6,2.49
"051037242",7,8.24
"051037242",9,8.24
"051037242",5,8.24
"051037242",6,8.24
"072418831",9,1.99
"072419381",9,1.99
"072418923",9,1.99
"072418975",9,1.99
"072418975",7,1.99
"072418975",5,1.99
"072419317",9,1.99
"060190569",9,2.49
"072425574",5,1.99
"072418474",9,1.99
"072419352",9,1.99
"072419352",7,1.99
"072419352",5,1.99
"072418860",9,1.99
"072418860",7,1.99
"072418860",5,1.99
"072419513",9,1.99
"072419513",7,1.99
"072419513",5,1.99
"072419104",9,1.99
"072419381",7,1.99
"072418923",7,1.99
"074068515",6,2.00
"072419381",6,1.99
"072418779",5,1.99
"072419133",6,1.99
"072418779",6,1.99
"072419133",9,1.99
"074068509",6,2.00
"072425574",9,1.99
"072425574",6,1.99
"072425574",7,1.99
"072418900",7,1.99
"072418900",5,1.99
"074068515",9,2.00
"072418900",6,1.99
"072418900",9,1.99
"074068515",5,2.00
"072418831",5,1.99
"072418779",9,1.99
"074068515",7,2.00
"074068509",7,2.00
"074068509",5,2.00
"072419381",5,1.99
"072419070",7,1.99
"072419070",5,1.99
"074068498",7,2.00
"074068498",5,2.00
"074068498",6,2.00
"072418975",6,1.99
"072419317",6,1.99
"072419317",7,1.99
"072419317",5,1.99
"074068498",9,2.00
"072418779",7,1.99
"072419070",9,1.99
"072419070",6,1.99
"072419352",6,1.99
"072418860",6,1.99
"072419513",6,1.99
"072419104",7,1.99
"072419104",5,1.99
"072419104",6,1.99
"072418831",6,1.99
"072418831",7,1.99
"074068509",9,2.00
"072418923",6,1.99
"072418923",5,1.99
"072419133",7,1.99
"072419133",5,1.99
"073210222",6,4.00
"073210222",7,4.00
"073210222",9,4.00
"073210389",6,4.00
"073210389",7,4.00
"073210389",9,4.00
"073210429",6,4.00
"073210429",7,4.00
"073210429",9,4.00
"073210464",6,4.00
"073210464",7,4.00
"073210464",9,4.00
"072418474",6,1.99
"072418474",7,1.99
"072418474",5,1.99
"071800282",9,5.00
"071800397",6,5.00
"071800397",7,5.00
"071800397",9,5.00
"073209858",6,4.00
"073209858",7,4.00
"073209858",9,4.00
"073209893",6,4.00
"073209893",7,4.00
"073209893",9,4.00
"073209910",6,4.00
"073209910",7,4.00
"073209910",9,4.00
"073209933",6,4.00
"073209933",7,4.00
"073209933",9,4.00
"071586246",9,10.00
"071586269",6,10.00
"071586269",7,10.00
"071586269",9,10.00
"071799904",6,5.00
"071799904",7,5.00
"071799904",9,5.00
"071799979",6,5.00
"071799979",7,5.00
"071799979",9,5.00
"071800086",6,5.00
"071800086",7,5.00
"071800086",9,5.00
"071800253",6,5.00
"071800253",7,5.00
"071800253",9,5.00
"071800282",6,5.00
"071800282",7,5.00
"071534988",6,6.00
"071534988",7,6.00
"071534988",9,6.00
"071535002",6,6.00
"071535002",7,6.00
"071535002",9,6.00
"071535394",6,6.00
"071535394",7,6.00
"071535394",9,6.00
"071586234",6,10.00
"071586234",7,10.00
"071586234",9,10.00
"071586246",6,10.00
"071586246",7,10.00
"071272796",7,7.00
"071272796",9,7.00
"071272807",6,7.00
"071272807",7,7.00
"071272807",9,7.00
"071534781",6,4.00
"071534781",7,4.00
"071534781",9,4.00
"071534873",6,6.00
"071534873",7,6.00
"071534873",9,6.00
"071534884",6,6.00
"071534884",7,6.00
"071534884",9,6.00
"071534907",6,6.00
"071534907",7,6.00
"071534907",9,6.00
"071250839",6,7.00
"071250839",7,7.00
"071250839",9,7.00
"071250845",6,7.00
"071250845",7,7.00
"071250845",9,7.00
"071250868",6,7.00
"071250868",7,7.00
"071250868",9,7.00
"071272773",6,7.00
"071272773",7,7.00
"071272773",9,7.00
"071272784",6,7.00
"071272784",7,7.00
"071272784",9,7.00
"071272796",6,7.00
"071249122",7,7.00
"071249122",9,7.00
"071249168",6,7.00
"071249168",7,7.00
"071249168",9,7.00
"071249888",6,7.00
"071249888",7,7.00
"071249888",9,7.00
"071250027",6,7.00
"071250027",7,7.00
"071250027",9,7.00
"071250194",6,7.00
"071250194",7,7.00
"071250194",9,7.00
"071250776",6,7.00
"071250776",7,7.00
"071250776",9,7.00
"071248411",6,7.00
"071248411",7,7.00
"071248411",9,7.00
"071248866",6,7.00
"071248866",7,7.00
"071248866",9,7.00
"071248964",6,7.00
"071248964",7,7.00
"071248964",9,7.00
"071248987",6,7.00
"071248987",7,7.00
"071248987",9,7.00
"071249001",6,7.00
"071249001",7,7.00
"071249001",9,7.00
"071249122",6,7.00
"070588476",9,6.00
"070588499",6,6.00
"070588499",7,6.00
"070588499",9,6.00
"070588516",6,6.00
"070588516",7,6.00
"070588516",9,6.00
"070999214",6,4.00
"070999214",7,4.00
"070999214",9,4.00
"070999220",6,4.00
"070999220",7,4.00
"070999220",9,4.00
"070999254",6,4.00
"070999254",7,4.00
"070999254",9,4.00
"070587120",7,6.00
"070587120",9,6.00
"070588286",6,6.00
"070588286",7,6.00
"070588286",9,6.00
"070588314",6,2.99
"070588314",7,2.99
"070588314",9,2.99
"070588332",6,6.00
"070588332",7,6.00
"070588332",9,6.00
"070588355",6,6.00
"070588355",7,6.00
"070588355",9,6.00
"070588476",6,6.00
"070588476",7,6.00
"070501286",9,6.00
"070501384",6,8.00
"070501384",7,8.00
"070501384",9,8.00
"070510442",6,6.00
"070510442",7,6.00
"070510442",9,6.00
"070510459",6,6.00
"070510459",7,6.00
"070510459",9,6.00
"070510465",6,8.00
"070510465",7,8.00
"070510465",9,8.00
"070586979",6,6.00
"070586979",7,6.00
"070586979",9,6.00
"070587120",6,6.00
"067290296",7,10.00
"067290296",9,10.00
"067708864",6,7.00
"067708864",7,7.00
"067708864",9,7.00
"067708870",6,7.00
"067708870",7,7.00
"067708870",9,7.00
"067843789",6,6.00
"067843789",7,6.00
"067843789",9,6.00
"070501171",6,6.00
"070501171",7,6.00
"070501171",9,6.00
"070501286",6,6.00
"070501286",7,6.00
"066877537",6,5.00
"066877537",7,5.00
"066877537",9,5.00
"066877595",6,5.00
"066877595",7,5.00
"066877595",9,5.00
"066877641",6,3.00
"066877641",7,3.00
"066877641",9,3.00
"066877658",6,3.00
"066877658",7,3.00
"066877658",9,3.00
"067208010",6,6.00
"067208010",7,6.00
"067208010",9,6.00
"067208027",6,6.00
"067208027",7,6.00
"067208027",9,6.00
"067290296",6,10.00
"066631621",9,5.00
"066877140",6,5.00
"066877140",7,5.00
"066877140",9,5.00
"066877439",6,5.00
"066877439",7,5.00
"066877439",9,5.00
"066877468",6,5.00
"066877468",7,5.00
"066877468",9,5.00
"066877480",6,5.00
"066877480",7,5.00
"066877480",9,5.00
"066877508",6,5.00
"066877508",7,5.00
"066877508",9,5.00
"064368377",6,7.00
"064368377",7,7.00
"064368377",9,7.00
"064368521",6,7.00
"064368521",7,7.00
"064368521",9,7.00
"064368586",6,7.00
"064368586",7,7.00
"064368586",9,7.00
"064368878",6,7.00
"064368878",7,7.00
"064368878",9,7.00
"065325526",6,7.00
"065325526",7,7.00
"065325526",9,7.00
"066631500",6,5.00
"066631500",7,5.00
"066631500",9,5.00
"066631621",6,5.00
"066631621",7,5.00
"063662208",7,5.00
"063662208",9,5.00
"063662404",6,5.00
"063662404",7,5.00
"063662404",9,5.00
"064365870",6,9.00
"064365870",7,9.00
"064365870",9,9.00
"064365893",6,9.00
"064365893",7,9.00
"064365893",9,9.00
"064365904",6,9.00
"064365904",7,9.00
"064365904",9,9.00
"064365910",6,9.00
"064365910",7,9.00
"064365910",9,9.00
"060733913",7,7.25
"060733913",9,7.25
"061436555",6,3.00
"061436555",7,3.00
"061436555",9,3.00
"061436555-001",6,3.00
"061436555-001",7,3.00
"061436555-001",9,3.00
"061801025",6,7.00
"061801025",7,7.00
"061801025",9,7.00
"061801054",6,7.00
"061801054",7,7.00
"061801054",9,7.00
"063662208",6,5.00
"059685818",6,5.00
"059685818",7,5.00
"059685818",9,5.00
"059685832",6,5.00
"059685832",7,5.00
"059685832",9,5.00
"059685878",6,5.00
"059685878",7,5.00
"059685878",9,5.00
"059685968",6,7.00
"059685968",7,7.00
"059685968",9,7.00
"060733838",6,7.25
"060733838",7,7.25
"060733838",9,7.25
"060733896",6,7.25
"060733896",7,7.25
"060733896",9,7.25
"060733913",6,7.25
"057909624",6,5.00
"057909624",7,5.00
"057909624",9,5.00
"057909630",6,2.49
"057909630",7,2.49
"057909630",9,2.49
"057910132",6,2.49
"057910132",7,2.49
"057910132",9,2.49
"058117033",6,5.00
"058117033",7,5.00
"058117033",9,5.00
"058117223",6,2.49
"058117223",7,2.49
"058117223",9,2.49
"059685763",6,7.00
"059685763",7,7.00
"059685763",9,7.00
"057717010",9,8.00
"057717102",6,8.00
"057717102",7,8.00
"057717102",9,8.00
"057717148",6,8.00
"057717148",7,8.00
"057717148",9,8.00
"057717200",6,8.00
"057717200",7,8.00
"057717200",9,8.00
"057717592",6,6.00
"057717592",7,6.00
"057717592",9,6.00
"057717690",6,6.00
"057717690",7,6.00
"057717690",9,6.00
"057717718",6,6.00
"057717718",7,6.00
"057717718",9,6.00
"057199247",7,7.00
"057199247",9,7.00
"057302506",6,5.00
"057302506",7,5.00
"057302506",9,5.00
"057302610",6,7.00
"057302610",7,7.00
"057302610",9,7.00
"057657558",6,7.00
"057657558",7,7.00
"057657558",9,7.00
"057716869",6,7.00
"057716869",7,7.00
"057716869",9,7.00
"057716921",6,8.00
"057716921",7,8.00
"057716921",9,8.00
"057717010",6,8.00
"057717010",7,8.00
"055635956",7,4.00
"055635956",9,4.00
"056513742",6,5.00
"056513742",7,5.00
"056513742",9,5.00
"056513794",6,5.00
"056513794",7,5.00
"056513794",9,5.00
"056513811",6,5.00
"056513811",7,5.00
"056513811",9,5.00
"056639213",6,4.00
"056639213",7,4.00
"056639213",9,4.00
"057199247",6,7.00
"053561928-001",6,7.00
"053561928-001",7,7.00
"053561928-001",9,7.00
"053562002",6,7.00
"053562002",7,7.00
"053562002",9,7.00
"053562002-001",6,7.00
"053562002-001",7,7.00
"053562002-001",9,7.00
"054263464",6,3.00
"054263464",7,3.00
"054263464",9,3.00
"055420110",6,8.00
"055420110",7,8.00
"055420110",9,8.00
"055635956",6,4.00
"053334941",9,8.00
"053334958",6,8.00
"053334958",7,8.00
"053334958",9,8.00
"053334970",6,8.00
"053334970",7,8.00
"053334970",9,8.00
"053335738",6,5.00
"053335738",7,5.00
"053335738",9,5.00
"053365685",6,6.00
"053365685",7,6.00
"053365685",9,6.00
"053561928",6,7.00
"053561928",7,7.00
"053561928",9,7.00
"053334739",7,8.00
"053334739",9,8.00
"053334751",6,8.00
"053334751",7,8.00
"053334751",9,8.00
"053334895",6,5.00
"053334895",7,5.00
"053334895",9,5.00
"053334906",6,5.00
"053334906",7,5.00
"053334906",9,5.00
"053334912",6,5.00
"053334912",7,5.00
"053334912",9,5.00
"053334941",6,8.00
"053334941",7,8.00
"073313763",15,2.61
"073313763",8,2.61
"073313861",8,2.61
"073325674",15,2.61
"073325674",8,2.61
"073313861",15,2.61
"070543103",5,2.00
"070543011",6,2.00
"070543011",7,2.00
"070543011",5,2.00
"070543103",9,2.00
"070543103",6,2.00
"070543103",7,2.00
"070543011",9,2.00
"058550291-001",15,1.33
"058550291-001",8,1.33
"072367510",7,4.94
"072367510",6,4.94
"071198302",6,4.94
"073361601",6,4.76
"071198394",7,4.94
"071198354",7,4.94
"071198394",9,4.94
"071198302",5,4.94
"071198394",5,4.94
"071198354",9,4.94
"072367734",7,4.94
"072367734",9,4.94
"072367734",6,4.94
"072367591",7,4.94
"072367591",5,4.94
"072367562",7,4.94
"072367562",5,4.94
"073210769",7,1.00
"073210769",5,1.00
"073210769",6,1.00
"073210769",9,1.00
"073050330",15,3.52
"073050330",8,3.52
"051610813",7,5.00
"051610813",6,5.00
"051610813",5,5.00
"057647608",7,4.89
"051610836",7,5.00
"051610836",6,5.00
"065753484",7,5.00
"065753484",5,5.00
"072946580",6,6.99
"072946580",5,6.99
"072946666",7,6.99
"072946666",6,6.99
"072946666",5,6.99
"072946499",6,6.99
"072946499",7,6.99
"072946643",7,6.99
"072946643",6,6.99
