"ITEM","ZONE_ID","OFFER_ID","OFFER_NAME","EFFECTIVE_DATE","END_DATE"
"067460959-001",12,"R30780245","Chicago  Takeaway New Yorker  W4.89N4.00S0.89","20130729","20130819"
"067460959-001",13,"R30780245","Chicago  Takeaway New Yorker  W4.89N4.00S0.89","20130729","20130819"
"057748203-002",12,"R30785068","Hb Choc Ice Vanilla 90Ml W3.45N2.50S0.95","20130729","20130819"
"057746378-001",13,"R30785068","Hb Choc Ice Vanilla 90Ml W3.45N2.50S0.95","20130729","20130819"
"057748203-001",6,"A30796929","N1 CARTE NOIRE COFFEE 100G 3.79>3 SV 0.79","20130729","20130813"
"057748203-001",5,"A30796929","N1 CARTE NOIRE COFFEE 100G 3.79>3 SV 0.79","20130729","20130813"
"057746378",7,"A30796929","N1 CARTE NOIRE COFFEE 100G 3.79>3 SV 0.79","20130729","20130813"
"057746378",9,"A30796929","N1 CARTE NOIRE COFFEE 100G 3.79>3 SV 0.79","20130729","20130813"
"068153089",6,"A30796930","CARTE NOIRE DE/CAFF COFFEE 100G 3.89>3 SV 0.89","20130729","20130813"
"068153089",5,"A30796930","CARTE NOIRE DE/CAFF COFFEE 100G 3.89>3 SV 0.89","20130729","20130813"
"067478737-001",7,"A30796930","CARTE NOIRE DE/CAFF COFFEE 100G 3.89>3 SV 0.89","20130729","20130813"
"067478737-001",9,"A30796930","CARTE NOIRE DE/CAFF COFFEE 100G 3.89>3 SV 0.89","20130729","20130813"
"057748203",6,"A30796931","CARTE NOIRE EXPRESSO 100G 3.79>3 SV 0.79","20130729","20130813"
"057748203",5,"A30796931","CARTE NOIRE EXPRESSO 100G 3.79>3 SV 0.79","20130729","20130813"
"068153089-001",7,"A30796931","CARTE NOIRE EXPRESSO 100G 3.79>3 SV 0.79","20130729","20130813"
"068153089-001",9,"A30796931","CARTE NOIRE EXPRESSO 100G 3.79>3 SV 0.79","20130729","20130813"
"067461198-001",5,"A30796933","DOUWE EGBERTS ENTICING 50G 2.99>2 SV 0.99","20130729","20130813"
"067461198-001",7,"A30796933","DOUWE EGBERTS ENTICING 50G 2.99>2 SV 0.99","20130729","20130813"
"057396912",6,"A30796933","DOUWE EGBERTS ENTICING 50G 2.99>2 SV 0.99","20130729","20130813"
"057396912",9,"A30796933","DOUWE EGBERTS ENTICING 50G 2.99>2 SV 0.99","20130729","20130813"
"057746378-001",5,"A30796934","DOUWE EGBERTS INSPIRATIONS  95G 3.59>2.5 SV 1.09","20130729","20130813"
"057396912-001",7,"A30796934","DOUWE EGBERTS INSPIRATIONS  95G 3.59>2.5 SV 1.09","20130729","20130813"
"067461198",6,"A30796934","DOUWE EGBERTS INSPIRATIONS  95G 3.59>2.5 SV 1.09","20130729","20130813"
"067461198",9,"A30796934","DOUWE EGBERTS INSPIRATIONS  95G 3.59>2.5 SV 1.09","20130729","20130813"
"067478737",5,"A30796935","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"067461198",7,"A30796935","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"057746378-001",6,"A30796935","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"068190522",9,"A30796935","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"067461077",5,"A30796936","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"067460959",7,"A30796936","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"057396912-001",6,"A30796936","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"057768536-001",9,"A30796936","DOUWE EGBERTS INSPIRATIONS 95G 3.59>2.5 SV 1.09","20130729","20130813"
"072512206",5,"A30796937","DOUWE EGBERTS PURE 150G 4.49>3 SV 1.49","20130729","20130813"
"068139003",6,"A30796937","DOUWE EGBERTS PURE 150G 4.49>3 SV 1.49","20130729","20130813"
"063866244",9,"A30796937","DOUWE EGBERTS PURE 150G 4.49>3 SV 1.49","20130729","20130813"
"057265365-002",7,"A30796937","DOUWE EGBERTS PURE 150G 4.49>3 SV 1.49","20130729","20130813"
"071453369",5,"A30796938","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"057768536-003",6,"A30796938","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"058086143",9,"A30796938","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"071453369-002",7,"A30796938","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"052745577-001",5,"A30796939","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"068139003-001",6,"A30796939","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"072512206",9,"A30796939","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"058992844-002",7,"A30796939","D/EGBERT FLAVOUR COLLECTIVE 50G 2.99>2 SV 0.99","20130729","20130813"
"058086143-001",5,"A30796940","D/EGBERT FLAVOUR COLLECTIVE50G 2.99>2 SV 0.99","20130729","20130813"
"050965515",6,"A30796940","D/EGBERT FLAVOUR COLLECTIVE50G 2.99>2 SV 0.99","20130729","20130813"
"052745577",9,"A30796940","D/EGBERT FLAVOUR COLLECTIVE50G 2.99>2 SV 0.99","20130729","20130813"
"058992844-001",7,"A30796940","D/EGBERT FLAVOUR COLLECTIVE50G 2.99>2 SV 0.99","20130729","20130813"
"072537436",5,"A30796941","LAVAZZA QUALITA ROSSA  250G 2.99>2 SV 0.99","20130729","20130813"
"052745577-005",6,"A30796941","LAVAZZA QUALITA ROSSA  250G 2.99>2 SV 0.99","20130729","20130813"
"052745577-005",7,"A30796941","LAVAZZA QUALITA ROSSA  250G 2.99>2 SV 0.99","20130729","20130813"
"068163169",9,"A30796941","LAVAZZA QUALITA ROSSA  250G 2.99>2 SV 0.99","20130729","20130813"
"071453369-002",5,"A30796942","MAXWELL HOUSE 158G 1.99>1.5 SV 0.49","20130729","20130813"
"071443560",6,"A30796942","MAXWELL HOUSE 158G 1.99>1.5 SV 0.49","20130729","20130813"
"053220350",7,"A30796942","MAXWELL HOUSE 158G 1.99>1.5 SV 0.49","20130729","20130813"
"071103807-001",9,"A30796942","MAXWELL HOUSE 158G 1.99>1.5 SV 0.49","20130729","20130813"
"050921556-004",5,"A30796943","ROMBOUTS INTENSE 62G 2.79>1.99 SV 0.8","20130729","20130813"
"071443600",6,"A30796943","ROMBOUTS INTENSE 62G 2.79>1.99 SV 0.8","20130729","20130813"
"051299668",7,"A30796943","ROMBOUTS INTENSE 62G 2.79>1.99 SV 0.8","20130729","20130813"
"053220350-001",9,"A30796943","ROMBOUTS INTENSE 62G 2.79>1.99 SV 0.8","20130729","20130813"
"050965515-003",5,"A30796944","ROMBOUTS ORIGINAL 62G 2.69>1.99 SV 0.7","20130729","20130813"
"071452831-001",6,"A30796944","ROMBOUTS ORIGINAL 62G 2.69>1.99 SV 0.7","20130729","20130813"
"050921556-005",7,"A30796944","ROMBOUTS ORIGINAL 62G 2.69>1.99 SV 0.7","20130729","20130813"
"068163169-001",9,"A30796944","ROMBOUTS ORIGINAL 62G 2.69>1.99 SV 0.7","20130729","20130813"
"063903028-001",5,"A30796945","ROMBOUTS ORIGINAL DECAFF 62G 2.69>1.99 SV 0.7","20130729","20130813"
"058992844-001",6,"A30796945","ROMBOUTS ORIGINAL DECAFF 62G 2.69>1.99 SV 0.7","20130729","20130813"
"052308531-001",7,"A30796945","ROMBOUTS ORIGINAL DECAFF 62G 2.69>1.99 SV 0.7","20130729","20130813"
"071565300-001",9,"A30796945","ROMBOUTS ORIGINAL DECAFF 62G 2.69>1.99 SV 0.7","20130729","20130813"
"052745577-005",5,"A30796946","STARBUCKS FAIRTRADE ESPRESSO 227G 3.99>3 SV 0.99","20130729","20130813"
"050965515-003",6,"A30796946","STARBUCKS FAIRTRADE ESPRESSO 227G 3.99>3 SV 0.99","20130729","20130813"
"050965515",7,"A30796946","STARBUCKS FAIRTRADE ESPRESSO 227G 3.99>3 SV 0.99","20130729","20130813"
"050921556-005",9,"A30796946","STARBUCKS FAIRTRADE ESPRESSO 227G 3.99>3 SV 0.99","20130729","20130813"
"052745577",5,"A30796947","STARBUCKS ROAST COFFEE 250G 3.99>3 SV 0.99","20130729","20130813"
"071443560-001",6,"A30796947","STARBUCKS ROAST COFFEE 250G 3.99>3 SV 0.99","20130729","20130813"
"068163169-001",7,"A30796947","STARBUCKS ROAST COFFEE 250G 3.99>3 SV 0.99","20130729","20130813"
"072512206",9,"A30796947","STARBUCKS ROAST COFFEE 250G 3.99>3 SV 0.99","20130729","20130813"
"071443560-001",5,"A30796948","STARBUCKS ROAST 250G 3.99>3 SV 0.99","20130729","20130813"
"050965515-001",6,"A30796948","STARBUCKS ROAST 250G 3.99>3 SV 0.99","20130729","20130813"
"059447078",7,"A30796948","STARBUCKS ROAST 250G 3.99>3 SV 0.99","20130729","20130813"
"071565300",9,"A30796948","STARBUCKS ROAST 250G 3.99>3 SV 0.99","20130729","20130813"
"063903777",5,"A30781587","* # Tesco Cherries  SPP £2","20130729","20130804"
"059447078-001",6,"A30781587","* # Tesco Cherries  SPP £2","20130729","20130804"
"071452831",9,"A30781587","* # Tesco Cherries  SPP £2","20130729","20130804"
"050921556",7,"A30781587","* # Tesco Cherries  SPP £2","20130729","20130804"
"068139003",5,"A30781605","*  # T. Punnet Nectarine pk SPP £1","20130729","20130804"
"063903028",9,"A30781605","*  # T. Punnet Nectarine pk SPP £1","20130729","20130804"
"057265365-001",7,"A30781605","*  # T. Punnet Nectarine pk SPP £1","20130729","20130804"
"071453415-001",6,"A30781605","*  # T. Punnet Nectarine pk SPP £1","20130729","20130804"
"071453415",8,"A30781605","*  # T. Punnet Nectarine pk SPP £1","20130729","20130804"
"052020006-001",15,"A30781605","*  # T. Punnet Nectarine pk SPP £1","20130729","20130804"
"071103807",12,"R30786805","TESCO GOODNESS APPLE PACK Save 33%","20130729","20130811"
"071480676",13,"R30786805","TESCO GOODNESS APPLE PACK Save 33%","20130729","20130811"
"063903777",13,"R30786832","Keelings Strawberry 450g ONLY €3.50","20130729","20130811"
"053231438-003",12,"R30786832","Keelings Strawberry 450g ONLY €3.50","20130729","20130811"
"071563642-001",8,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"071480676",8,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"071443560-001",5,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"068163169-001",7,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"063903028-001",6,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"052308531-003",5,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"058992844-001",9,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"072537436",9,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"052308531-001",15,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"071443560",6,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"057265365-004",15,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"052308531-002",7,"A30797245","*# OG T. ORGANIC BROCCOLI 300G SPP £1","20130729","20130804"
"072512206",12,"R30787629","Large Cherry Punnet Half Price","20130729","20130811"
"071565300",13,"R30787629","Large Cherry Punnet Half Price","20130729","20130811"
"053231438-002",7,"A30779005","* # Tesco Raspberries SPP £2.00","20130729","20130804"
"053220350-002",9,"A30779005","* # Tesco Raspberries SPP £2.00","20130729","20130804"
"052020006-001",6,"A30779005","* # Tesco Raspberries SPP £2.00","20130729","20130804"
"053220350",5,"A30779005","* # Tesco Raspberries SPP £2.00","20130729","20130804"
"052020006",9,"A30779025","* # T. British Strawberry  SPP £2","20130729","20130804"
"051299668-003",7,"A30779025","* # T. British Strawberry  SPP £2","20130729","20130804"
"063903777-001",5,"A30779025","* # T. British Strawberry  SPP £2","20130729","20130804"
"071103807",6,"A30779025","* # T. British Strawberry  SPP £2","20130729","20130804"
"073398903",7,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"052745577-002",6,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"058992844-002",9,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"068139003-001",5,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"057768536-002",6,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"053231438",5,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"058086143",9,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"071453369-002",7,"A30780805","* # T. RED/GREEN SDLESS GRAPES SPP £2","20130729","20130804"
"057265365-001",13,"R30780205","CT Takeaway Cheese W4.49N4.00S0.49","20130729","20130819"
"071453415-001",12,"R30780205","CT Takeaway Cheese W4.49N4.00S0.49","20130729","20130819"
"071453415",12,"R30773905","Nestle Fab Strawberry 12x8 W2.99N1.49H/P","20130729","20130819"
"052745577-003",13,"R30773905","Nestle Fab Strawberry 12x8 W2.99N1.49H/P","20130729","20130819"
"052745577-001",13,"R30774108","Nestle Fab Apple and Blackcurant W3.35N2.00S1.35","20130729","20130819"
"063866244-001",12,"R30774108","Nestle Fab Apple and Blackcurant W3.35N2.00S1.35","20130729","20130819"
"057265365",9,"A30780845","* # T. Seedless Grape Selection SPP £2","20130729","20130804"
"058992844",7,"A30780845","* # T. Seedless Grape Selection SPP £2","20130729","20130804"
"071480676-001",6,"A30780845","* # T. Seedless Grape Selection SPP £2","20130729","20130804"
"050965515-002",5,"A30780845","* # T. Seedless Grape Selection SPP £2","20130729","20130804"
"051299668",6,"A30791638","TECHNIKA IN EAR HEADPHONEBLACKW5N4S1","20130729","20130825"
"050965515-001",7,"A30791638","TECHNIKA IN EAR HEADPHONEBLACKW5N4S1","20130729","20130825"
"059447078",8,"A30791638","TECHNIKA IN EAR HEADPHONEBLACKW5N4S1","20130729","20130825"
"059447078-001",15,"A30791638","TECHNIKA IN EAR HEADPHONEBLACKW5N4S1","20130729","20130825"
"068163169",5,"A30791638","TECHNIKA IN EAR HEADPHONEBLACKW5N4S1","20130729","20130825"
"052745577-004",9,"A30791638","TECHNIKA IN EAR HEADPHONEBLACKW5N4S1","20130729","20130825"
"071452831",6,"A30791641","TECHNIKA IN EAR H/PHONES  SILVERW5N4S1","20130729","20130825"
"068139003",9,"A30791641","TECHNIKA IN EAR H/PHONES  SILVERW5N4S1","20130729","20130825"
"063866244",5,"A30791641","TECHNIKA IN EAR H/PHONES  SILVERW5N4S1","20130729","20130825"
"057265365-002",15,"A30791641","TECHNIKA IN EAR H/PHONES  SILVERW5N4S1","20130729","20130825"
"071453369",8,"A30791641","TECHNIKA IN EAR H/PHONES  SILVERW5N4S1","20130729","20130825"
"057768536-003",7,"A30791641","TECHNIKA IN EAR H/PHONES  SILVERW5N4S1","20130729","20130825"
"052308531",12,"R30778445","GF Deep Pan Spicy Chicken 11s W3.29N2.50S0.79","20130729","20130819"
"050921556-004",13,"R30778445","GF Deep Pan Spicy Chicken 11s W3.29N2.50S0.79","20130729","20130819"
"053231438-001",13,"R30778525","Green Isle Oven Chips  W3.59N3.00S0.59","20130729","20130819"
"071563642",12,"R30778525","Green Isle Oven Chips  W3.59N3.00S0.59","20130729","20130819"
"058086143-002",7,"A30781611","* # Punnet Peach SPP £1","20130729","20130804"
"051299668-002",5,"A30781611","* # Punnet Peach SPP £1","20130729","20130804"
"050921556",15,"A30781611","* # Punnet Peach SPP £1","20130729","20130804"
"050965515-005",9,"A30781611","* # Punnet Peach SPP £1","20130729","20130804"
"063903777",6,"A30781611","* # Punnet Peach SPP £1","20130729","20130804"
"071103807-001",8,"A30781611","* # Punnet Peach SPP £1","20130729","20130804"
"050965515",12,"R30777582","PERFECT 10 HAIR CLR D BRWN NW 6.50","20130729","20130819"
"071480676",13,"R30777582","PERFECT 10 HAIR CLR D BRWN NW 6.50","20130729","20130819"
"053739324",12,"R30777685","Chokablok Billionaire Dynamite W2.99N2.00S0.99","20130729","20130819"
"053739324",13,"R30777685","Chokablok Billionaire Dynamite W2.99N2.00S0.99","20130729","20130819"
"050965515",12,"R30778546","Green Isle Wicked Wedges W2.99N2.00S0.99","20130729","20130819"
"051299668-002",13,"R30778546","Green Isle Wicked Wedges W2.99N2.00S0.99","20130729","20130819"
"071452831-001",6,"A30792066","* # T. Black Seedless Grapes SPP £2","20130729","20130804"
"050921556-004",5,"A30792066","* # T. Black Seedless Grapes SPP £2","20130729","20130804"
"072512206-001",9,"A30792066","* # T. Black Seedless Grapes SPP £2","20130729","20130804"
"052745577-002",7,"A30792066","* # T. Black Seedless Grapes SPP £2","20130729","20130804"
"050921556",13,"R30799471","SURF POWDER LAVENDER ORIENTAL 25W N5","20130729","20130813"
"053220350-001",12,"R30799471","SURF POWDER LAVENDER ORIENTAL 25W N5","20130729","20130813"
"071563642-001",13,"R30799472","SURF POWDER TROPICAL + OILS 25WASH N5","20130729","20130813"
"051299668",12,"R30799472","SURF POWDER TROPICAL + OILS 25WASH N5","20130729","20130813"
"058086143-001",13,"R30799473","FINISH ALLIN 1 DISHWASH LEMON 26'S HP","20130729","20130730"
"071443600",12,"R30799473","FINISH ALLIN 1 DISHWASH LEMON 26'S HP","20130729","20130730"
"072512206-001",13,"R30799474","FINISH ALLIN 1 DISHWASH REGULAR N5.50","20130729","20130813"
"053231438-003",12,"R30799474","FINISH ALLIN 1 DISHWASH REGULAR N5.50","20130729","20130813"
"071565300-001",9,"A30791728","TESCO BBQ PORK RIBLETS 555G 4>3.5 SV 0.5","20130729","20130827"
"057265365-004",7,"A30791728","TESCO BBQ PORK RIBLETS 555G 4>3.5 SV 0.5","20130729","20130827"
"071565300-001",6,"A30791728","TESCO BBQ PORK RIBLETS 555G 4>3.5 SV 0.5","20130729","20130827"
"052745577-005",5,"A30791728","TESCO BBQ PORK RIBLETS 555G 4>3.5 SV 0.5","20130729","20130827"
"057768536-001",13,"R30775665","Big Al'S Crispy Chicken Fillets W3.25N2.50S0.91","20130729","20130730"
"052745577-005",12,"R30775665","Big Al'S Crispy Chicken Fillets W3.25N2.50S0.91","20130729","20130730"
"052308531-002",9,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"072512206",9,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"057265365-003",9,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"071452831-001",7,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"050921556-005",7,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"052745577",7,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"071443560-001",6,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"052745577",6,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"068163169-001",6,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"063903028-001",5,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"052308531-003",5,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"058992844-001",5,"A30797047","# T. FIN* SWT BABY ONION&B/ROOT 1.5>1 SV 0.5","20130729","20130811"
"072537436",13,"R30785087","D/C Cod Fish Fingers 10's W3.39N2.00S1.39","20130729","20130819"
"052308531-001",12,"R30785087","D/C Cod Fish Fingers 10's W3.39N2.00S1.39","20130729","20130819"
"071443560",13,"R30788945","H/Daz Mint Choc Chip W6.10N3.50S2.60","20130729","20130819"
"050965515-003",12,"R30788945","H/Daz Mint Choc Chip W6.10N3.50S2.60","20130729","20130819"
"071563642",12,"R30797754","Sunflowers 20% Extra Free","20130729","20130811"
"058086143-001",13,"R30797754","Sunflowers 20% Extra Free","20130729","20130811"
"050965515-002",12,"R30797767","LA Lily 20% Extra Free","20130729","20130811"
"053220350-001",13,"R30797767","LA Lily 20% Extra Free","20130729","20130811"
"050965515-005",6,"A30779105","* # Tesco Galia Melon Each SPP £1","20130729","20130804"
"053231438-001",9,"A30779105","* # Tesco Galia Melon Each SPP £1","20130729","20130804"
"071443600",5,"A30779105","* # Tesco Galia Melon Each SPP £1","20130729","20130804"
"071480676-001",7,"A30779105","* # Tesco Galia Melon Each SPP £1","20130729","20130804"
"050965515-003",12,"R30786705","BUNCHED CARROTS 500G 50% Extra Free","20130729","20130811"
"063903777-001",13,"R30786705","BUNCHED CARROTS 500G 50% Extra Free","20130729","20130811"
"071103807",13,"R30787109","PUNNET CHERRY Half Price","20130729","20130811"
"073398903",12,"R30787109","PUNNET CHERRY Half Price","20130729","20130811"
"058992844-002",12,"R30787126","TESCO WATERMELON GIANT ONLY €4","20130729","20130811"
"052308531",13,"R30787126","TESCO WATERMELON GIANT ONLY €4","20130729","20130811"
"063903777",13,"R30792188","BT2500 SINGLE DECT CORDLESS PHONE WNS Offer","20130729","20130901"
"071103807-001",12,"R30792188","BT2500 SINGLE DECT CORDLESS PHONE WNS Offer","20130729","20130901"
"050921556-005",13,"R30773005","H/D CHOC CHOC CHIP 500ML W6.10N3.50S2.60","20130729","20130819"
"058086143-002",12,"R30773005","H/D CHOC CHOC CHIP 500ML W6.10N3.50S2.60","20130729","20130819"
"063903028",12,"R30780285","Sel C/T Range W4.99N4.00S0.99","20130729","20130819"
"063903028",12,"R30780285","Sel C/T Range W4.99N4.00S0.99","20130729","20130819"
"057265365",13,"R30780285","Sel C/T Range W4.99N4.00S0.99","20130729","20130819"
"058992844",13,"R30780285","Sel C/T Range W4.99N4.00S0.99","20130729","20130819"
"068139003-001",13,"R30777725","Chokablok Chocolate Extremist W2.99N2.00S0.99","20130729","20130819"
"057768536-002",12,"R30777725","Chokablok Chocolate Extremist W2.99N2.00S0.99","20130729","20130819"
"071565300",13,"R30778465","GF Deep Pan Meat Feast 11s W3.29N2.50S0.79","20130729","20130819"
"053231438-002",12,"R30778465","GF Deep Pan Meat Feast 11s W3.29N2.50S0.79","20130729","20130819"
"053220350-002",12,"R30778486","GF  Bacon and Mushroom 11s W3.29N2.50S0.79","20130729","20130819"
"051299668-001",13,"R30778486","GF  Bacon and Mushroom 11s W3.29N2.50S0.79","20130729","20130819"
"051299668-001",13,"R30782626","HEINZ APPLE BISCOTTI 60G Nw 0.98","20130729","20130819"
"052020006-001",12,"R30782626","HEINZ APPLE BISCOTTI 60G Nw 0.98","20130729","20130819"
"053220350",13,"R30782627","HEINZ BISCOTTI BANANA 6S 60G Nw 0.98","20130729","20130819"
"052020006",12,"R30782627","HEINZ BISCOTTI BANANA 6S 60G Nw 0.98","20130729","20130819"
"051299668-003",13,"R30782628","HEINZ CHOCOLATE BISCOTTI 60G Nw 0.98","20130729","20130819"
"057265365-001",12,"R30782628","HEINZ CHOCOLATE BISCOTTI 60G Nw 0.98","20130729","20130819"
"071453415-001",13,"R30782629","HEINZ ORG BISCOTTI BABY BISC 60G Nw 0.98","20130729","20130819"
"071453415",12,"R30782629","HEINZ ORG BISCOTTI BABY BISC 60G Nw 0.98","20130729","20130819"
"057768536",13,"R30782630","HEINZ ORG GNGERBRED BISCOTTI 60G Nw 0.98","20130729","20130819"
"052745577-003",12,"R30782630","HEINZ ORG GNGERBRED BISCOTTI 60G Nw 0.98","20130729","20130819"
"052745577-001",13,"R30773871","MCCAIN GOLD FRIES 10X1.5KG ROI W4.29N3.00S1.29","20130729","20130819"
"057265365-003",12,"R30773871","MCCAIN GOLD FRIES 10X1.5KG ROI W4.29N3.00S1.29","20130729","20130819"
"063866244-001",12,"R30787085","RIPEN AT HOME PEACH MIN 4 PK Half Price","20130729","20130811"
"052308531-002",13,"R30787085","RIPEN AT HOME PEACH MIN 4 PK Half Price","20130729","20130811"
"057746378",12,"R30787005","IRISH RHUBARB PREPACK 500G Homegrown","20130729","20130811"
"068153089",13,"R30787005","IRISH RHUBARB PREPACK 500G Homegrown","20130729","20130811"
"067478737-001",8,"A30791643","TECH EARHKSPRT H/PH BLK N SLVRW7.5N5S2.5","20130729","20130825"
"057748203",7,"A30791643","TECH EARHKSPRT H/PH BLK N SLVRW7.5N5S2.5","20130729","20130825"
"068153089-001",15,"A30791643","TECH EARHKSPRT H/PH BLK N SLVRW7.5N5S2.5","20130729","20130825"
"067461198-001",5,"A30791643","TECH EARHKSPRT H/PH BLK N SLVRW7.5N5S2.5","20130729","20130825"
"067461077-001",9,"A30791643","TECH EARHKSPRT H/PH BLK N SLVRW7.5N5S2.5","20130729","20130825"
"068190522-001",6,"A30791643","TECH EARHKSPRT H/PH BLK N SLVRW7.5N5S2.5","20130729","20130825"
"057748203-002",6,"A30800965","OXO 12 BEEF STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"058992844",5,"A30800965","OXO 12 BEEF STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"063866244-001",9,"A30800965","OXO 12 BEEF STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"052745577-001",7,"A30800965","OXO 12 BEEF STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"052745577-003",6,"A30800966","OXO 12 CHICKEN STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"057768536-002",5,"A30800966","OXO 12 CHICKEN STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"050965515-001",9,"A30800966","OXO 12 CHICKEN STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"059447078",7,"A30800966","OXO 12 CHICKEN STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"059447078-001",6,"A30800967","ENGLISH PROVENDER VERY LY GAR 200G 1.49-1 s0.49","20130729","20130813"
"068163169",5,"A30800967","ENGLISH PROVENDER VERY LY GAR 200G 1.49-1 s0.49","20130729","20130813"
"068139003",9,"A30800967","ENGLISH PROVENDER VERY LY GAR 200G 1.49-1 s0.49","20130729","20130813"
"071453369-002",7,"A30800967","ENGLISH PROVENDER VERY LY GAR 200G 1.49-1 s0.49","20130729","20130813"
"071453415",6,"A30800968","OXO 12 VEGETABLE STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"053231438-002",5,"A30800968","OXO 12 VEGETABLE STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"071452831",9,"A30800968","OXO 12 VEGETABLE STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"052745577-004",7,"A30800968","OXO 12 VEGETABLE STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"071453369",6,"A30800969","OXO 12 LAMB STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
"063866244",5,"A30800969","OXO 12 LAMB STOCK CUBES 71G 1.19-1 s0.19","20130729","20130813"
