"ITEM","PRICE_ZONE_ID","SELLING_RETAIL"
"074607898",3,11.01
"074607633",3,11.01
"074607662",3,11.01
"074607898",14,11.01
"074610144",3,11.01
"074607662",14,11.01
"074610144",14,11.01
"074607633",14,11.01
"065590537",2,15.00
"065590537",3,15.00
"065590537",4,15.00
"065590537",14,15.00
"065586399",2,12.00
"065586399",14,12.00
"065586399",4,12.00
"065586399",3,12.00
"065586399",1,12.00
"074143196",1,399.00
"074143184",4,549.00
"074143184",14,549.00
"074143184",2,549.00
"074143184",3,549.00
"074152127",1,449.00
"074152127",3,449.00
"074152127",2,449.00
"074152127",4,449.00
"074152127",14,449.00
"074152133",3,599.00
"074152133",2,599.00
"074152133",4,599.00
"074152133",14,599.00
"074217052",2,439.00
"074217052",4,439.00
"074217052",3,439.00
"074217052",14,439.00
"074610144",4,10.49
"074607633",2,10.49
"074607662",2,10.49
"074607662",4,10.49
"074607633",1,10.49
"074607662",1,10.49
"074607898",2,10.49
"074607898",1,10.49
"074607898",4,10.49
"074610144",2,10.49
"074610144",1,10.49
"074607633",4,10.49
"074152133",1,599.00
"073692232",1,69.00
"073692226",1,49.00
"073692203",1,29.00
"074217052",1,439.00
"073843187",4,449.00
"073843187",14,449.00
"073843187",3,449.00
"073843187",2,449.00
"073201584",4,25.00
"073201584",14,25.00
"073201584",3,25.00
"073201584",2,25.00
"071002662",1,5.00
"064064569",1,13.00
"071002656",1,5.00
"064064569",14,13.65
"064064569",3,13.65
"064064569",4,13.00
"064064569",2,13.00
"071002656",4,5.00
"071002656",2,5.00
"071002656",3,5.00
"071002656",14,5.00
"071002662",2,5.00
"071002662",14,5.00
"071002662",4,5.00
"071002662",3,5.00
"073843187",1,449.00
"074455852",1,389.00
"073144070",1,389.00
"073365735",2,279.00
"073365735",3,279.00
"073365735",14,279.00
"073365735",4,279.00
"071164452",1,349.00
"071164452",3,349.00
"071164452",4,349.00
"071164452",2,349.00
"071164452",14,349.00
"073201584",1,25.00
"073365735",1,279.00
"073144070",14,389.00
"073144070",3,389.00
"073144070",2,389.00
"074455852",2,389.00
"074455852",14,408.45
"074455852",4,389.00
"073144070",4,389.00
"074455852",3,408.45
"074024867",10,3.89
"073696913",1,469.00
"070016561",2,30.00
"070016561",14,30.00
"070016561",4,30.00
"070016561",3,30.00
"074024660",10,3.89
"074024746",10,3.89
"064404807",4,10.00
"064404807",3,10.00
"064404807",2,10.00
"064404807",14,10.00
"072874278",1,45.00
"072874261",1,45.00
"073814182",2,2.00
"070591419",3,2.00
"066486942",14,2.00
"073916856",3,2.00
"073916856",14,2.00
"066486942",2,2.00
"066486942",4,2.00
"073814182",4,2.00
"070591419",2,2.00
"073814182",14,2.00
"073814182",3,2.00
"066486942",3,2.00
"073916856",4,2.00
"070591419",14,2.00
"073916856",2,2.00
"070591419",4,2.00
"073918445",1,3.00
"073916902",1,3.00
"073916948",1,3.00
"071524608",1,89.97
"056266515",14,36.42
"056266515",3,36.42
"056266515",4,35.19
"056266515",2,36.42
"056266544",1,35.19
"064569548",11,14.99
"074705275",10,17.99
"072107957",10,17.99
"074705298",10,17.99
"074705056",10,17.99
"072107963",10,17.99
"070300679",10,29.99
"072874278",10,39.99
"073705075",10,49.99
"073705075",11,49.99
"072435994",10,0.79
"064465452",10,1.59
"059383999",10,1.59
"061424686",10,2.98
"059383999-001",10,1.59
"066888829",10,2.99
"059383999-001",11,1.67
"072435994",11,0.83
"061424686",11,3.13
"066888829",11,3.14
"059383999",11,1.67
"064465452",11,1.67
"070814181",11,89.99
"054276224-001",1,0.95
"054276218-001",1,0.95
"051333853-001",1,2.70
"054274382-001",1,0.95
"054171858-001",1,0.70
"054174984-001",1,2.55
"061563254-001",1,0.95
"055205210",3,0.86
"050240970",3,0.54
"051333853",3,2.90
"061563254",3,1.02
"054276224",3,1.02
"051255663",3,0.34
"054171858",3,0.75
"059267711",3,2.69
"052814156",3,2.14
"050240987",3,0.81
"073193108",3,0.75
"070521158",3,1.82
"067997566",3,2.04
"051823043",3,5.38
"050553093",3,0.60
"054276253",3,2.68
"052744463",3,2.26
"050550925",3,0.75
"054276276",3,2.68
"052744388",3,2.26
"050020931",3,0.43
"054622063",3,1.61
"059796128",3,0.49
"054276218",3,1.02
"053854383",3,0.81
"066304122",3,3.23
"054274382",3,1.02
"054174984",3,2.74
"074705315",10,17.99
"074623014",11,39.99
"050029455",4,0.65
"050657805",2,0.86
"050030239",3,0.88
"050029426",2,0.68
"067732385",14,0.70
"050712700",2,0.68
"050030239",2,0.86
"050029426",14,0.70
"067732385",4,0.65
"050712700",4,0.65
"050657805",3,0.88
"050029426",4,0.65
"050029455",3,0.70
"050712700",14,0.70
"050333181",3,0.70
"050657805",4,0.82
"067732385",3,0.70
"067732385",2,0.68
"050333181",14,0.70
"050029426",3,0.70
"050030239",4,0.82
"050333181",4,0.65
"050030239",14,0.88
"050657805",14,0.88
"050029455",2,0.68
"050029455",14,0.70
"050712700",3,0.70
"050333181",2,0.68
"074178074",3,1.08
"074178045",2,1.05
"066824733",2,0.72
"074178074",2,1.05
"074178074",4,1.00
"074178074",14,1.08
"074178045",14,1.08
"066824733",14,0.74
"074178045",4,1.00
"074178045",3,1.08
"066824733",4,0.69
"066824733",3,0.74
"064374847",1,7.00
"073364362",1,7.00
"074401375",1,2.00
"074246973",1,1.25
"070860107",1,2.00
"074734712",1,1.25
"074784871",1,7.00
"074246921",1,1.50
"074383280",1,2.00
"074682997",1,2.00
"074401663",1,6.00
"074481273",1,1.50
"073299456",1,2.00
"074246938",1,1.25
"072142782",1,1.50
"074734620",1,1.25
"074401674",1,1.50
"074401726",1,2.00
"074481250",1,2.00
"074481267",1,4.00
"074615842",1,2.00
"057056138",1,1.00
"072142804",1,2.00
"074382459",1,2.00
"074246967",1,1.50
"070864495",1,1.20
"074481457",1,2.00
"074383406",1,2.50
"074481486",1,1.50
"074615824",1,2.00
"073323906",1,2.00
"074401732",1,2.00
"074615836",1,2.00
"070722767",1,1.50
"070860009",1,2.00
"073299393",1,2.00
"065035580",1,5.00
"067581506",1,5.00
"055732697",1,5.00
"063197027",1,5.00
"060959220",1,5.00
"070678974",1,5.00
"066961276",1,5.00
"073738272",2,2.21
"063696341",4,2.10
"063696341",14,2.21
"063696341",2,2.21
"073738272",14,2.21
"063696341",3,2.21
"073738272",4,2.10
"073738272",3,2.21
"074623291",1,10.00
"074705914",1,10.00
"074715844",1,10.00
"074623291",3,10.00
"074705914",3,10.00
"074715844",3,10.00
"074705914",4,10.00
"074715844",14,10.00
"074623291",4,10.00
"074705914",2,10.00
"074705914",14,10.00
"074623291",2,10.00
"074623291",14,10.00
"074715844",4,10.00
"074715844",2,10.00
"074715919",4,8.00
"074715879",3,8.00
"074715919",3,8.00
"074715879",14,8.00
"074715919",14,8.00
"074715919",2,8.00
"074715879",2,8.00
"074715879",4,8.00
"052625685",1,1.00
"052465758",1,0.75
"052527398",1,1.00
"051795795",1,1.25
"051295125",1,0.75
"051276661",1,1.00
"051994012",1,2.25
"052527467",1,1.00
"051080926",1,1.20
"051659859",1,0.75
"052527202",1,1.00
"051026998",1,1.00
"051295154",1,0.75
"050018278",2,0.53
"062586133",2,0.79
"062617599",2,0.21
"050017786",3,0.31
"062586133",14,0.81
"062807645",4,0.75
"050324324",2,0.24
"050324324",14,0.25
"050017786",14,0.31
"062617599",3,0.22
"062585896",4,1.10
"062586133",4,0.75
"062807645",2,0.79
"053584638",2,0.35
"050017786",4,0.29
"062586133",3,0.81
"050324324",4,0.23
"053584638",3,0.35
"050018278",3,0.54
"062617599",4,0.20
"050018278",4,0.50
"053584638",14,0.35
"062807645",14,0.81
"053584638",4,0.33
"062585896",3,1.18
"062807645",3,0.81
"062585896",14,1.18
"062617599",14,0.22
"050018278",14,0.54
"050017786",2,0.30
"062585896",2,1.16
"050324324",3,0.25
"070822194",1,2.75
"073135115",1,1.79
"067483448",1,1.79
"073984664",1,1.49
"053407222",1,1.69
"053845002",1,0.68
"050017417",1,0.75
"065695961",1,1.79
"062862768",1,2.10
"054795617",1,2.75
"061614016",1,1.79
"070836500",1,1.35
"071167247",1,1.99
"071393704",1,1.98
"073193004",1,1.79
"067612199",1,1.35
"067483419",1,1.19
"071393802",1,1.95
"071167282",1,1.99
"065696205",1,1.79
"071167155",1,1.99
"054384142",1,1.79
"061117036",1,0.68
"071967090",1,1.79
"071643191",1,1.00
"073192927",1,1.79
"071957919",1,1.79
"065696316",1,1.79
"070855137",1,2.39
"071167074",1,1.99
"054384418",1,1.79
"055826293",1,1.35
"051981027",1,0.68
"050480869",1,2.00
"050351781",1,1.00
"054613903",1,1.79
"050256888",1,1.49
"067427326",4,0.50
"051710574",14,3.23
"073312833",2,1.35
"073325616",2,1.88
"051762097-001",14,1.82
"070641407",14,2.68
"070641407",2,2.61
"067427107",14,0.54
"050478055-001",4,1.59
"051283364-001",4,1.00
"060396424",2,1.88
"067427107",2,0.53
"073312983",4,1.29
"051295298",2,3.03
"073312833",14,1.39
"051283364-001",14,1.08
"067427378",4,0.50
"050410844",2,1.56
"067427378",14,0.54
"050478055-001",14,1.71
"073313515",4,1.29
"050478280-001",2,1.67
"050478055-001",2,1.67
"060398176",2,1.77
"051978769",2,1.26
"051023045",14,3.54
"067427378",2,0.53
"051283364",4,1.00
"060396424",14,1.92
"050478280",2,1.67
"067427326",14,0.54
"051023045",2,3.45
"050478280-001",4,1.59
"051978769",4,1.20
"050478055",14,1.71
"053342833",14,2.15
"051762097-001",2,1.77
"050478280-001",14,1.71
"057164496",14,0.96
"073312833",4,1.29
"051710574",2,3.15
"073312983",2,1.35
"051283364-001",2,1.05
"051823642",14,2.14
"051283364",14,1.08
"067427326",2,0.53
"050478055",2,1.67
"051762097",14,1.82
"073313515",14,1.39
"073313515",2,1.35
"073325616",14,1.92
"060398176",14,1.82
"051978769",14,1.29
"050478280",14,1.71
"050324324",1,0.23
"062807645",1,0.75
"062586133",1,0.75
"050018278",1,0.50
"062585896",1,1.10
"053584638",1,0.33
"062617599",1,0.20
"050017786",1,0.29
"053844907-001",4,0.55
"054384142-001",4,1.79
"050480869-002",14,2.15
"053407222-001",14,1.82
"050480869-002",4,2.00
"054384142-002",14,1.92
"055826293-001",14,1.45
"054384142-001",3,1.92
"054613903-001",3,1.92
"054384418-001",2,1.88
"055826293-001",2,1.42
"053845002-001",4,0.68
"053407222-001",3,1.82
"055826293-001",4,1.35
"054795617-002",2,2.89
"054384142-001",2,1.88
"050351781-001",14,1.08
"071643191-001",2,1.05
"053845002-001",2,0.71
"055826293-001",3,1.45
"050480869-003",14,2.15
"050480869-002",2,2.10
"053844907-001",2,0.58
"054384418-001",4,1.79
"054384142-002",2,1.88
"050351781-001",3,1.08
"050480869-001",2,2.10
"050480869-003",2,2.10
"053844907-001",14,0.59
"050480869-002",3,2.15
"054384418-002",2,1.88
"053407222-001",2,1.77
"054795617-001",3,2.96
"054795617-001",4,2.75
"054384142-001",14,1.92
"054384418-001",14,1.92
"071643191-001",14,1.08
"053844907-001",3,0.59
"050351781-001",2,1.05
"050480869-003",4,2.00
"054795617-002",3,2.96
"054384418-002",3,1.92
"054795617-002",4,2.75
"054384418-001",3,1.92
"053407222-001",4,1.69
"053845002-001",14,0.73
"054613903-001",4,1.79
"050480869-001",14,2.15
"054384418-002",14,1.92
"054613903-001",14,1.92
"071643191-001",4,1.00
"050351781-001",4,1.00
"054384142-002",4,1.79
"054384142-002",3,1.92
"054795617-002",14,2.96
"054795617-001",2,2.89
"054613903-001",2,1.88
"050480869-001",4,2.00
"050480869-001",3,2.15
"054795617-001",14,2.96
"053845002-001",3,0.73
"054384418-002",4,1.79
"071643191-001",3,1.08
"050480869-003",3,2.15
"050256888",2,1.56
"050256888",3,1.60
"050256888",4,1.49
"050256888",14,1.60
"054485351",4,35.19
"054485351",2,36.42
"054485351",3,36.42
"054485351",14,36.42
"056266515",1,35.19
"056266538",1,35.19
"070300679",11,29.99
"073324617",10,19.99
"067732385",1,0.65
"050029455",1,0.65
"050657805",1,0.82
"050029426",1,0.65
"050030239",1,0.82
"050712700",1,0.65
"050333181",1,0.65
"074178074",1,1.00
"066824733",1,0.69
"074178045",1,1.00
"074449537",1,2.50
"074449508",1,2.50
"074449480",1,2.50
"074449497",1,2.50
"073312983",3,1.39
"050478055-001",3,1.71
"051295298",4,2.89
"067427326",3,0.54
"067427107",3,0.54
"051978769",3,1.29
"051710574",3,3.23
"050410844",3,1.60
"051823642",3,2.14
"070641407",3,2.68
"050478280-001",3,1.71
"073312833",3,1.39
"060398176",3,1.82
"060398176",4,1.69
"070641407",4,2.49
"057164496",3,0.96
"073325616",3,1.92
"051283364",3,1.08
"051762097-001",3,1.82
"051023045",4,3.29
"051823642",4,1.99
"051762097",3,1.82
"053342833",3,2.15
"060396424",3,1.92
"073325616",4,1.79
"060396424",4,1.79
"050478280",3,1.71
"051283364-001",3,1.08
"050039149",3,1.82
"051710574",4,3.00
"051762097",4,1.69
"051023045",3,3.54
"050478280",4,1.59
"073313515",3,1.39
"050410844",4,1.49
"050478055",4,1.59
"051295298",3,3.11
"050478055",3,1.71
"050039149",4,1.69
"067427378",3,0.54
"051762097-001",4,1.69
"053342833",4,2.00
"065608594",1,7.00
"067569440",1,7.00
"073666074",1,7.00
"073760440",1,10.00
"074401473",1,1.50
"074247131",1,1.50
"073323958",1,1.50
"074770138",1,1.50
"073785036",1,1.50
"074449554",1,2.50
"074481307",1,1.50
"074500033",1,1.00
"074547467",1,1.50
"074401657",1,1.50
"074547496",1,1.50
"074500085",1,1.00
"074734706",1,1.50
"073323987",1,1.50
"074247102",1,1.50
"074449543",1,2.50
"074449566",1,2.50
"074547507",1,1.50
"073364270",1,1.50
"074547484",1,1.50
"073785013",1,1.50
"074401300",1,2.00
"074225831",1,2.50
"074500091",1,1.00
"074687502",1,1.00
"074401093",1,2.00
"074615813",1,1.50
"074547473",1,1.50
"074500079",1,1.00
"074780374",1,2.00
"074770144",1,1.50
"073364241",1,1.50
"074401381",1,2.00
"074500056",1,1.00
"073364293",1,1.50
"074382661",1,2.00
"074382655",1,6.00
"065608726",1,7.00
"072835469",1,7.00
"057112996",1,7.00
"056872051",1,7.00
"060121543",1,7.00
"066033701",1,7.00
"070238540",1,7.00
"074449203",3,1.20
"074247131",3,1.50
"074687519",3,1.00
"074449514",3,2.50
"070864495",3,1.20
"074449508",3,2.50
"074449520",3,2.50
"074449480",3,2.50
"070722767",3,1.50
"074481267",3,4.00
"074687583",3,1.25
"074449232",3,1.75
"074449347",3,1.50
"074449249",3,1.75
"074449290",3,1.75
"074687479",3,1.25
"073323958",3,1.50
"074770138",3,1.50
"074473536",3,2.00
"074687577",3,1.25
"074473542",3,2.00
"074449606",3,1.25
"073323987",3,1.50
"074449497",3,2.50
"074687554",3,1.25
"074449537",3,2.50
"074449226",3,1.75
"074449255",3,1.75
"074449554",3,2.50
"070864443",3,1.20
"070860378",3,1.00
"074246967",3,1.50
"074547473",3,1.50
"074481486",3,1.50
"074615824",3,2.00
"074246938",3,1.25
"073364362",3,7.00
"074687502",3,1.00
"074481273",3,1.50
"070864380",3,1.20
"074473513",3,2.00
"070864489",3,2.00
"070722807",3,1.00
"070864414",3,1.20
"074246921",3,1.50
"074449566",3,2.50
"070864454",3,1.00
"074734620",3,1.25
"070199769",3,1.00
"070864397",3,3.00
"074734712",3,1.25
"074547484",3,1.50
"074547496",3,1.50
"070860464",3,1.00
"074246973",3,1.25
"074547507",3,1.50
"070864408",3,2.00
"074707722",1,13.00
"074705943",1,13.00
"074226496",1,13.00
"074715879",1,8.00
"074715919",1,8.00
"074707854",1,9.00
"074449520",1,2.50
"074449514",1,2.50
"074473536",1,2.00
"074225831",3,2.50
"074500056",3,1.00
"074401732",3,2.00
"074500085",3,1.00
"074382459",3,2.00
"073299393",3,2.00
"070722773",3,1.20
"074481457",3,2.00
"074449474",3,2.00
"074449595",3,2.00
"074500091",3,1.00
"074449612",3,2.00
"073323906",3,2.00
"070864466",3,2.00
"074449543",3,2.50
"074500079",3,1.00
"074382655",3,6.00
"074500033",3,1.00
"074615842",3,2.00
"073364293",3,1.50
"074473507",3,2.00
"074547467",3,1.50
"071084736",3,1.20
"074401248",3,1.50
"074481250",3,2.00
"074449629",3,2.00
"074401657",3,1.50
"074682997",3,2.00
"073299456",3,2.00
"057112996",3,7.00
"073666074",4,7.00
"056872051",3,7.00
"067569440",2,7.00
"073666074",2,7.00
"073666074",3,7.00
"056872051",2,7.00
"065608594",2,7.00
"065608594",4,7.00
"060121543",3,7.00
"065608726",14,7.00
"066033701",14,7.00
"065608726",4,7.00
"066033701",3,7.00
"072835469",14,7.00
"066033701",2,7.00
"065608594",14,7.00
"060121543",4,7.00
"072835469",4,7.00
"072835469",2,7.00
"060121543",14,7.00
"067569440",14,7.00
"065608726",2,7.00
"057112996",4,7.00
"056872051",4,7.00
"057112996",14,7.00
"072835469",3,7.00
"067569440",3,7.00
"065608594",3,7.00
"070238540",3,7.00
"065608726",3,7.00
"073666074",14,7.00
"056872051",14,7.00
"070238540",14,7.00
"060121543",2,7.00
"070238540",4,7.00
"057112996",2,7.00
"067569440",4,7.00
"070238540",2,7.00
"066033701",4,7.00
"074473536",4,2.00
"074485770",14,1.50
"074383372",14,2.00
"074449249",14,1.75
"074481457",4,2.00
"074449261",14,1.75
"074401300",4,2.00
"073364362",4,7.00
"074382661",14,2.00
"070864679",3,1.50
"074226110",14,1.50
"074449520",4,2.50
"074473524",4,2.00
"074382661",4,2.00
"074401657",4,1.50
"073299341",14,1.50
"074687577",4,1.25
"074383406",4,2.50
"074687577",14,1.25
"074547484",4,1.50
"070199769",4,1.00
"074449347",14,1.50
"073364310",4,1.50
"074383406",14,2.50
"074449255",4,1.75
"074449290",14,1.75
"074449249",4,1.75
"074449422",4,2.00
"070864466",4,2.00
"064374847",4,7.00
"070864443",4,1.20
"073323958",14,1.50
"074734706",4,1.50
"074687519",4,1.00
"074449376",14,2.00
"070860107",4,2.00
"070860401",4,1.00
"074383280",14,2.00
"070864495",4,1.20
"072142804",14,2.00
"074449468",4,2.00
"074481267",14,4.00
"074449508",4,2.50
"074449399",4,2.00
"074473536",14,2.00
"074473467",4,2.00
"074473467",14,2.00
"074247102",4,1.50
"074687554",4,1.25
"074246938",4,1.25
"074401473",14,1.50
"074449416",4,2.00
"074401375",14,2.00
"074734620",4,1.25
"070722767",4,1.50
"074780374",14,2.00
"074449445",4,2.00
"074449508",14,2.50
"074383251",3,10.00
"074473473",4,2.00
"074687479",4,1.25
"074481273",4,1.50
"074687583",14,1.25
"070722767",14,1.50
"074401473",4,1.50
"074635115",14,2.00
"074401663",4,6.00
"074481244",14,2.00
"074770138",14,1.50
"074449226",14,1.75
"074225255",14,1.50
"073323906",4,2.00
"074473542",14,2.00
"074383372",4,2.00
"074401093",14,2.00
"074473473",14,2.00
"074449399",14,2.00
"073323958",4,1.50
"074449382",14,2.00
"074401248",4,1.50
"071084736",4,1.20
"074226070",14,1.50
"074687502",4,1.00
"074500033",4,1.00
"073364270",4,1.50
"074401674",14,1.50
"074635115",4,2.00
"070864472",3,1.20
"074481486",4,1.50
"070864408",4,2.00
"074481250",4,2.00
"070864472",4,1.20
"074401300",14,2.00
"074449566",4,2.50
"074481630",4,1.50
"074500091",4,1.00
"073785013",14,1.50
"074401674",4,1.50
"064374847",14,7.00
"074449284",14,1.75
"074401381",4,2.00
"074383251",4,10.00
"074449278",14,1.75
"074615842",4,2.00
"074449226",4,1.75
"073364241",4,1.50
"074780374",4,2.00
"074547507",4,1.50
"074449474",4,2.00
"057056138",14,1.00
"074449261",4,1.75
"074449595",4,2.00
"074449290",4,1.75
"070864679",4,1.50
"074449278",4,1.75
"074615836",14,2.00
"074481307",4,1.50
"074449520",14,2.50
"074401726",14,2.00
"074481244",4,2.00
"074734706",14,1.50
"074449376",4,2.00
"074500056",4,1.00
"074687519",14,1.00
"074449203",4,1.20
"074449572",4,2.50
"074401663",14,6.00
"074383268",3,10.00
"074449606",4,1.25
"074473450",14,2.00
"074547496",4,1.50
"074449451",4,2.00
"074473513",4,2.00
"074401732",4,2.00
"074449445",14,2.00
"074449468",14,2.00
"070722773",4,1.20
"057056138",4,1.00
"071128686",3,3.50
"074401381",14,2.00
"073785013",4,1.50
"074687479",14,1.25
"074687583",4,1.25
"074449416",14,2.00
"074225831",4,2.50
"074226070",4,1.50
"070864454",4,1.00
"064374866",4,7.00
"074449497",14,2.50
"074449284",4,1.75
"074401127",4,1.50
"064374866",3,7.00
"073323987",4,1.50
"074481307",14,1.50
"074547473",4,1.50
"074481267",4,4.00
"074449537",14,2.50
"074473542",4,2.00
"073785036",4,1.50
"074449629",4,2.00
"074449543",4,2.50
"073299393",4,2.00
"074247102",14,1.50
"074615813",14,1.50
"074449347",4,1.50
"074473484",4,2.00
"070864414",4,1.20
"072142782",14,1.50
"074383280",4,2.00
"074246967",4,1.50
"073364293",4,1.50
"074246973",4,1.25
"070864489",4,2.00
"074449554",4,2.50
"074780368",14,1.50
"074770144",4,1.50
"074246921",4,1.50
"074449203",14,1.20
"074449606",14,1.25
"074784871",4,7.00
"073364241",14,1.50
"070864380",4,1.20
"074473524",3,2.00
"074449572",3,2.50
"074401375",4,2.00
"074500079",4,1.00
"074449514",14,2.50
"073785036",14,1.50
"074449232",4,1.75
"070864397",4,3.00
"070860464",4,1.00
"073364310",14,1.50
"071128686",4,3.50
"074449480",4,2.50
"074449404",4,2.00
"074500085",4,1.00
"074780368",4,1.50
"073299341",4,1.50
"074473450",4,2.00
"074547467",4,1.50
"074226110",4,1.50
"074682997",4,2.00
"070722807",4,1.00
"074449232",14,1.75
"074382655",4,6.00
"070860378",4,1.00
"073299456",4,2.00
"074449404",14,2.00
"072142782",4,1.50
"070860009",4,2.00
"074473507",4,2.00
"073323987",14,1.50
"074449514",4,2.50
"074401726",4,2.00
"074615813",4,1.50
"074770138",4,1.50
"072142804",4,2.00
"074225255",4,1.50
"074687554",14,1.25
"074481630",14,1.50
"074615836",4,2.00
"074382459",4,2.00
"070860401",3,1.00
"074449382",4,2.00
"074449480",14,2.50
"074734712",4,1.25
"074449451",14,2.00
"074401093",4,2.00
"074449537",4,2.50
"074449497",4,2.50
"074485770",4,1.50
"074449612",4,2.00
"074383268",4,10.00
"074784871",14,7.00
"074770144",14,1.50
"070864495",14,1.20
"074615824",4,2.00
"074449255",14,1.75
"074247131",4,1.50
"074449422",14,2.00
"074247131",14,1.50
"053843649",1,0.50
"054278752",1,1.35
"056525601",1,0.75
"060863868",1,1.00
"062737128",1,0.35
"062747652",1,0.55
"065998891",1,0.45
"054278660",1,1.35
"062730798",1,0.55
"054346390",1,1.05
"060863845",1,1.00
"065998770",1,0.45
"054287787",1,0.90
"053898970",1,0.50
"072476191",1,0.85
"072049271",1,1.75
"072049639",1,2.00
"072049461",1,1.75
"072049184",1,1.75
"072049737",1,2.00
"072049386",1,2.00
"072476231",1,0.85
"072476300",1,0.85
"072049697",1,2.00
"066901694",2,0.47
"067850279",2,1.58
"066952621",2,1.58
"067786954",2,1.05
"067787014",2,1.05
"067876306",2,6.30
"070462878",2,1.79
"070439930",2,4.20
"067755536",2,0.37
"070440150",2,4.20
"070440184",2,4.20
"070788337",2,1.58
"070440173",2,4.20
"070774209",2,6.30
"067850285",14,1.58
"070788090",14,1.58
"066954106",2,0.95
"070462947",2,1.79
"067755375",2,0.47
"070787119",2,1.58
"070440046",2,4.20
"066952517",2,1.58
"071330970",2,1.52
"070787586",2,1.58
"070788337",14,1.58
"067755438",2,0.47
"066952189",2,1.58
"067850141",2,1.58
"067875843",2,1.58
"071339275",2,1.58
"070786898",14,1.58
"070462890",2,1.79
"070461729",2,1.79
"074682997",14,2.00
"074449508",2,2.50
"074225831",2,2.50
"074770144",2,1.50
"073364293",2,1.50
"070199769",2,1.00
"074246973",14,1.25
"070860009",14,2.00
"074547467",2,1.50
"074449278",2,1.75
"073323958",2,1.50
"074481486",14,1.50
"074500085",2,1.00
"074401732",14,2.00
"074246967",14,1.50
"071084736",14,1.20
"070864380",14,1.20
"070864408",14,2.00
"074449595",2,2.00
"074383251",2,10.00
"074481457",2,2.00
"070864679",14,1.50
"070864495",2,1.20
"070722773",2,1.20
"064374866",2,7.00
"074246967",2,1.50
"070864489",2,2.00
"073299456",2,2.00
"070722807",14,1.00
"074687583",2,1.25
"074615836",2,2.00
"072142782",2,1.50
"074401300",2,2.00
"074401093",2,2.00
"070864454",14,1.00
"074615813",2,1.50
"073364310",2,1.50
"074246973",2,1.25
"074449497",2,2.50
"074682997",2,2.00
"070722807",2,1.00
"074382459",14,2.00
"074401375",2,2.00
"074383268",2,10.00
"074246938",2,1.25
"070199769",14,1.00
"074449606",2,1.25
"074500091",2,1.00
"074481250",14,2.00
"074780374",2,2.00
"074225255",2,1.50
"070864472",14,1.20
"074383280",2,2.00
"074485770",2,1.50
"074473450",2,2.00
"074383406",2,2.50
"074449543",14,2.50
"070864414",14,1.20
"074687554",2,1.25
"074449566",14,2.50
"070864454",2,1.00
"074687502",14,1.00
"070864397",2,3.00
"074635115",2,2.00
"074449399",2,2.00
"074473467",2,2.00
"074449572",14,2.50
"074449537",2,2.50
"074401674",2,1.50
"074449249",2,1.75
"074401381",2,2.00
"073364241",2,1.50
"070722767",2,1.50
"074449226",2,1.75
"064374847",2,7.00
"074246921",2,1.50
"074473473",2,2.00
"070860401",2,1.00
"072142804",2,2.00
"071128686",14,3.50
"074449261",2,1.75
"073323906",2,2.00
"074449566",2,2.50
"074500056",2,1.00
"074615824",14,2.00
"074449612",14,2.00
"074401127",2,1.50
"074481486",2,1.50
"074383251",14,10.00
"070864408",2,2.00
"074401663",2,6.00
"074247131",2,1.50
"074481630",2,1.50
"074401473",2,1.50
"074547484",2,1.50
"071084736",2,1.20
"070860378",14,1.00
"070864443",2,1.20
"070864443",14,1.20
"070860378",2,1.00
"074449416",2,2.00
"074449404",2,2.00
"074687577",2,1.25
"074481250",2,2.00
"074449451",2,2.00
"070864679",2,1.50
"074449543",2,2.50
"074225831",14,2.50
"074449612",2,2.00
"074734620",14,1.25
"074481273",14,1.50
"074449554",2,2.50
"074449445",2,2.00
"070864466",14,2.00
"070860464",14,1.00
"074547473",2,1.50
"074449376",2,2.00
"070860107",2,2.00
"074547507",14,1.50
"074226070",2,1.50
"074449520",2,2.50
"070860009",2,2.00
"074449284",2,1.75
"074449629",14,2.00
"074449382",2,2.00
"070864489",14,2.00
"074449468",2,2.00
"074473507",14,2.00
"074449422",2,2.00
"074615824",2,2.00
"074449255",2,1.75
"070722773",14,1.20
"074615842",14,2.00
"070864380",2,1.20
"074401127",14,1.50
"074500085",14,1.00
"074500079",14,1.00
"070860464",2,1.00
"074226110",2,1.50
"074481457",14,2.00
"073364362",2,7.00
"074547496",2,1.50
"074734712",2,1.25
"074449232",2,1.75
"074547507",2,1.50
"074449474",14,2.00
"070678974",2,5.00
"055732697",3,5.00
"065035580",2,5.00
"070678974",4,5.00
"066961276",14,5.00
"067581506",4,5.00
"066961276",4,5.00
"060959220",3,5.00
"065035580",14,5.00
"070678974",3,5.00
"065035580",4,5.00
"060959220",4,5.00
"063197027",2,5.00
"055732697",4,5.00
"063197027",4,5.00
"065035580",3,5.00
"067581506",2,5.00
"066961276",3,5.00
"055732697",2,5.00
"060959220",14,5.00
"067581506",14,5.00
"063197027",3,5.00
"070678974",14,5.00
"055732697",14,5.00
"063197027",14,5.00
"066961276",2,5.00
"060959220",2,5.00
"067581506",3,5.00
"063696243",1,1.85
"074707722",4,13.00
"074707722",2,13.00
"074226496",2,13.00
"074705943",2,13.00
"074705943",14,13.00
"074705943",3,13.00
"074226496",3,13.00
"074707722",3,13.00
"074226496",14,13.00
"074226496",4,13.00
"074705943",4,13.00
